ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Multicellular complex forming ability
13260,2406-001,"DSM 44993, JCM 14909, NRRL B-24474, HKI 0457",1,Amycolatopsis saalfeldensis,GCA_900110575,0
13235,"A1714, K24, K24T","DSM 44468, JCM 11272, CIP 107029, KCTC 9863, NBRC 100339, NCIMB 13786",1,Amycolatopsis sacchari,GCA_900114035,0
166143,8-3EHSu,"TBRC 8488, NBRC 113449",1,Amycolatopsis suaedae,GCA_004214935,1
13223,Abbott Labs. M-319,"DSM 46092, ATCC 27624, IFO 13270, IMET 7649, JCM 3142, KCC A-0142, NBRC 13270, NRRL 2822, BCRC 12524, CGMCC 4.1144, CGMCC 4.1217, IMSNU 20060, KCTC 9428, VKM Ac-1244",1,Amycolatopsis sulphurea,GCA_002564045,0
13274,CMU-PLA07,"DSM 45650, BCC 38279, JCM 16380, NBRC 112719",1,Amycolatopsis thailandensis,GCA_002234405,0
13238,"B-2847, FH6113","DSM 44544, ATCC 21177, CIP 108212, IFO 14664, NBRC 14664, NRRL B-24205, JCM 4936, CBS 242.71, CGMCC 4.5590, IFO 12554, IMSNU 20061, NBRC 12554",1,Amycolatopsis tolypomycina,GCA_900105945,0
13256,ST101170,"DSM 44592, JCM 12675, NRRL B-24208",1,Amycolatopsis vancoresmycina,GCA_000388135,0
3510,Cb g35,DSM 52696,0,Archangium sp.,GCA_001896145,1
6239,,"DSM 15745, CCUG 47306, JCM 13385, IAM 15342, NBRC 105202, CIP 108315",1,Arsenicicoccus bolidensis,GCA_000426385,0
7575,"28(3), W.O. 219, W.O.219","DSM 20550, ATCC 966, CCM 2390, NCDO 983, NCTC 7509, CCUG 33025, JCM 2584, CGMCC 1.15723, CIP 81.67, IAM 12848, IFO 15260, IFO 15319, IMSNU 11061, KCTC 3200, LMG 14213, LMG 17244, MTCC 2523, MTCC 3475, NBRC 15260, NBRC 15319, NCIMB 700983, VKM B-1973, VTT E-052921",1,Arthrobacter agilis,GCA_002927255,0
7603,R-5102,"DSM 16402, LMG 22283, JCM 21794, IAM 15349, CIP 108896, LMG 19502",1,Arthrobacter castelli,GCA_000430705,0
7520,C7,"DSM 20133, ATCC 11624, NCIB 8915, CCUG 23840, CCM 1647, JCM 1331, BCRC 10374, CDA 837, CGMCC 1.1893, CIP 102363, HAMBI 89, IAM 12341, IFO 12671, IFO 12957, IMET 10680, IMSNU 20062, KCTC 1001, LMG 16338, NBIMCC 2008, NBRC 12671, NBRC 12957, NCCB 72019, NCIMB 8915, NRIC 1858, NRRL B-1258, VKM Ac-1106, VKM Ac-1125",1,Arthrobacter citreus,GCA_009192745,0
7629,Cr6-08,"DSM 23324, CGMCC 1.10698, CIP 110638, LMG 26052, JCM 18953",1,Arthrobacter cryoconiti,GCA_020905375,0
7521,,"DSM 20117, ATCC 15481, CCM 2386, NCIB 9499, JCM 2522, BCRC 11571, CCUG 23841, CCUG 23886, CGMCC 1.1926, CIP 102717, IAM 14588, IFO 14235, IMET 10362, KCCM 41107, KCTC 3379, LMG 3819, NBRC 14235, NCIMB 9499, VKM Ac-1107, SC 255",1,Arthrobacter crystallopoietes,GCA_002849715,0
7591,"R 5812, R5812","DSM 15046, CIP 108364, LMG 21285, CCUG 56033, JCM 13316",1,Arthrobacter gandavensis,GCA_009192735,0
7522,168,"DSM 20124, ATCC 8010, NCIB 8907, JCM 1332, BCRC 10598, CCUG 12157, CCUG 28997, CCUG 51088, CCUG 581, CECT 388, CGMCC 1.1894, CIP 81.84, HAMBI 1863, HAMBI 88, IAM 12438, ICPB 3434, IFO 12137, IFO 12608, IMET 11240, IMSNU 20063, KCCM 40800, KCTC 9101, LMG 3813, MTCC 4446, NBIMCC 2369, NBRC 12137, NBRC 12608, NCIMB 8907, NRIC 0151, NRRL B-2979, PCM 2134, VKM Ac-1112",1,Arthrobacter globiformis,GCA_000238915,0
7627,LI2,"DSM 22825, JCM 17807, NCCB 100314",1,Arthrobacter livingstonensis,GCA_003219815,0
7585,CF25,"DSM 13067, ATCC BAA-272, CCUG 43811, CIP 110642, JCM 11676, CCM 4907, CCUG 44605, CIP 106789, KCTC 9907, NBRC 107841",1,Arthrobacter luteolus,GCA_001552075,0
7531,B89,"DSM 20545, ATCC 13346, CCM 1653, NCIB 8910, CCUG 23843, JCM 11606, BCRC 12112, CDA 858, CIP 102362, HAMBI 1862, IAM 12343, IFO 12139, KCTC 3445, LMG 16255, NBRC 12139, NCIMB 8910, NRRL B-1814, VKM Ac-1116, VKM Ac-1128, IMET 10355",1,Arthrobacter pascens,GCA_017052465,0
7605,R-5117,"DSM 16403, LMG 22284, JCM 21771, CIP 108899, IAM 15322",1,Arthrobacter pigmenti,GCA_011927905,0
7623,GP3,"DSM 23143, CGMCC 1.6355, JCM 13874",1,Arthrobacter psychrochitiniphilus,GCA_003185915,0
7590,,"DSM 14508, JCM 11881, MTCC 3712, CMS 90or, CIP 107726, NCIMB 14039, VTT E-072994, CMS 90r",1,Arthrobacter roseus,GCA_016907875,0
7580,,"CCUG 36790, JCM 11679, DSM 10495, CIP 104908, CUL 1808, DMMZ 1551, ATCC 700220, CCM 4575, IFM 10486, KCTC 9905, NBRC 107840",1,Arthrobacter woluwensis,GCA_001552095,0
7848,,"DSM 44099, ATCC 49966, IFO 14496, IMSNU 22009, JCM 7544, NBRC 14496, NRRL B-16430, CGMCC 4.1402, CIP 107013, HUT 6559, KCTC 9353, VKM Ac-1422",1,Asanoa ferruginea,GCA_003387075,0
7850,TT 97-02,"DSM 44745, NBRC 100142, JCM 13312, BCRC 16825, CGMCC 4.5571, CIP 108714",1,Asanoa iriomotensis,GCA_016862515,0
141147,R14M6,"GDMCC 1.1202, KCTC 52919",1,Aurantimonas aggregata,GCA_010500835,1
12672,,"DSM 23257, CECT 7672, LMG 25551, MON 2.2, JCM 18954",1,Auraticoccus monumenti,GCA_900101785,0
166448,M2BS4Y-1,"KCTC 62837, CGMCC 1.13747",1,Aureimonas flava,GCA_003583935,0
3942,"W16, W 16","DSM 44178, ATCC 51576, CCUG 47447, CIP 104541, JCM 9706, NBRC 105200",1,Austwickia chelonae,GCA_000298175,0
1847,"WS 1087, 6721","CCUG 47676, CIP 67.21, DSM 8802, ATCC 25096, JCM 12400, BCRC 14861",1,Bacillus halotolerans,GCA_001517105,0
1678,2163-026,"DSM 12333, ATCC BAA-8, IFO 16432, NBRC 16432, CCUG 43141, HKI 0122, JCM 11478, CIP 106362, NCIMB 13614",1,Beutenbergia cavernae,GCA_000023105,0
160296,,"DSM 106029, SMA 15, BCRC 81224, NBRC 114051",1,Bifidobacterium platyrrhinorum,GCA_010667645,1
160002,,"DSM 106020, SMA 1, BCRC 81223, NBRC 114049",1,Bifidobacterium saimiriisciurei,GCA_010667655,1
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158, HKI 0088",1,Bogoriella caseilytica,GCA_003752405,0
159799,M1HQ-2,"KCTC 49087, CGMCC 1.16391, JCM 33403",1,Brachybacterium endophyticum,GCA_003130585,0
3902,6-10,"DSM 4810, ATCC 43885, IMET 11352, NCIB 9860, JCM 11609, CCM 4372, CCUG 32293, CCUG 50351, CIP 103333, IAM 14581, IFO 14762, IMSNU 21277, KCCM 40244, LMG 19847, NBRC 14762, NCIMB 9860, VKM Ac-1423",1,Brachybacterium faecium,GCA_000023405,0
3903,"35, IMV-Ac 752","DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,Brachybacterium nesterenkovii,GCA_900163655,0
3905,7-11,"DSM 46341, ATCC 51843, IFO 15224, IMET 11353, NBRC 15224, NCIB 9861, JCM 17781, CIP 103334, IAM 14583, JCM 11649, KCTC 9916, LMG 19861, NCIMB 9861, VKM Ac-1425, VKM Ac-1977",1,Brachybacterium paraconglomeratum,GCA_003994255,0
3913,R-5647,"DSM 14566, LMG 20354, CCUG 50347, JCM 12139, CIP 108249, LMG 20345",1,Brachybacterium sacelli,GCA_017876545,0
3932,29717,"DSM 22951, NBRC 106121, Mer 29717",1,Branchiibius hedensis,GCA_003149195,0
1868,,"DSM 18261, CCTCC AB 206112, KCTC 19173, YIM 90718, JCM 15617",1,Brevibacterium album,GCA_000426445,0
1834,CMD1,"DSM 20657, ATCC 35513, NCDO 2048, CCUG 29001, JCM 2594, BCRC 12214, CCM 4100, CECT 4161, CGMCC 1.1930, CIP 102111, IFO 14812, IMET 10997, KCTC 3082, KCTC 3085, NBRC 14812, NCIMB 702048, VKM Ac-2114, IAM 2594",1,Brevibacterium casei,GCA_900169275,0
1838,C705,"DSM 20660, ATCC 35514, NCDO 2286, CCUG 30540, NCTC 11083, JCM 2593, BCRC 12215, CCM 4098, CECT 4162, CGMCC 1.1929, CIP 102110, IFO 14811, IMET 10998, KCTC 3090, LMG 21455, NBRC 14811, NCIMB 702286, VKM Ac-2108, VTT E-032416",1,Brevibacterium epidermidis,GCA_001570805,0
1840,,"DSM 20626, ATCC 49514, NCDO 613, JCM 2591, BCRC 12216, CCM 4116, CCUG 23893, CCUG 757, CGMCC 1.1928, IFO 15230, IMET 10995, KCTC 3083, LMG 21453, NBRC 15230, NCIMB 700613, NRRL B-1717, VKM Ac-2106",1,Brevibacterium iodinum,GCA_900169265,0
1867,HFW-26,"DSM 18964, JBRI 2001, KCTC 19221, JCM 15618",1,Brevibacterium marinum,GCA_011927955,0
1843,5401308,"DSM 23039, CCUG 53855, CIP 109422, CSUR P26, JCM 18108",0,Brevibacterium ravenspurgense,GCA_000285915,0
1871,01-Je-003,"DSM 22082, CCM 7649, CCUG 57423, JCM 30489",1,Brevibacterium sandarakinum,GCA_900105045,0
3934,"PC IW-02, PC IW02","DSM 22967, JCM 16038, MTCC 8338, NBRC 109629",1,Calidifontibacter indicus,GCA_003386865,0
166387,"V22, AV28","DSM 29767, LMG 29080",1,Calycomorphotria hydatis,GCA_007745435,1
7856,2-70(23),"DSM 44899, JCM 12949, NBRC 107357, CGMCC 4.5498, CIP 109161",1,Catellatospora bangladeshensis,GCA_016862575,0
7857,2-25(1),"DSM 44900, JCM 12950, NBRC 107358, CGMCC 4.5499, CIP 109162",1,Catellatospora chokoriensis,GCA_011297315,0
131345,NEAU-CL2,"DSM 100519, CGMCC 4.7236, JCM 32489",1,Catellatospora paridis,GCA_009720365,0
17637,Aac-30,"DSM 44948, JCM 16000, NBRC 101179",1,Catenulispora rubra,GCA_015356825,0
7862,RA332,"DSM 44707, ATCC 700015, IFO 15579, NBRC 15579, JCM 9535, CGMCC 4.5558, IMSNU 22012, VKM Ac-1972",1,Catenuloplanes atrovinosus,GCA_001315605,0
7863,RA344,"DSM 44708, ATCC 700016, IFO 15584, NBRC 15584, JCM 9537, CGMCC 4.5505, IMSNU 22097, VKM Ac-1973",1,Catenuloplanes castaneus,GCA_001315645,0
7861,,"DSM 44128, NCB 1173, IPV 2867, JCM 9312, ATCC 51431, CGMCC 4.2095, IFO 15622, NBRC 15622, VKM Ac-1992",1,Catenuloplanes crispus,GCA_001315545,0
7864,RA328,"DSM 44709, ATCC 700014, IFO 15575, NBRC 15575, JCM 9534, CGMCC 4.5556, IMSNU 22099, VKM Ac-1999",1,Catenuloplanes indicus,GCA_001315585,0
7865,RA343,"DSM 44710, ATCC 700017, IFO 15583, NBRC 15583, JCM 9536, CGMCC 4.5562, IMSNU 22110, VKM Ac-1996",1,Catenuloplanes nepalensis,GCA_001315625,0
7866,"FD 26428, N406-14","DSM 44711, ATCC 31638, IFO 14177, NBRC 14177, JCM 9533, CGMCC 4.5501, IMSNU 22111, VKM Ac-1964",1,Catenuloplanes niger,GCA_001315565,0
2350,"127, NRS-127","DSM 20112, ATCC 486, NCDO 1654, NCIB 8077, CCUG 58054, JCM 1340, LMG 16695, CIP 82.11, NCIMB 8077, BCRC 14864, CFBP 4269, CGMCC 1.1899, IAM 12106, IFM 10509, IFO 12680, IMET 10473, KCCM 40760, KCTC 1370, NBRC 12680, NCAIM B.01385, VKM Ac-1410, NCTC 10823",1,Cellulomonas biazotea,GCA_004306155,0
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,Cellulomonas bogoriensis,GCA_000767165,0
2351,"124, NRS-124","DSM 20118, ATCC 487, CCM 1925, NCIB 8078, JCM 9967, BCRC 14865, CFBP 4260, CIP 102222, IFO 3753, IFO 3774, KCCM 12154, KCTC 3410, LMG 16323, NBRC 3753, NBRC 3774, NCCB 29015, NCIMB 8078, VKM Ac-1136",1,Cellulomonas cellasea,GCA_000767135,0
2372,XBU-b,"DSM 17922, KCTC 19133, JCM 16927, NBRC 110799",1,Cellulomonas chitinilytica,GCA_001314205,0
2352,"133, NRS-133","DSM 20113, ATCC 484, NCIB 8980, NCTC 7547, CCUG 24087, JCM 1341, BCRC 14867, CECT 4283, CFBP 4254, CGMCC 1.1900, CIP 102114, HAMBI 93, IAM 12107, IFO 15513, IMET 10687, KCTC 1436, LMG 16345, NBRC 15513, NCAIM B.01386, NCCB 29016, NCIMB 11341, NCIMB 8980, VKM Ac-1411, VTT E-93020",1,Cellulomonas fimi,GCA_000212695,0
2354,"134, NRS-134","DSM 20109, ATCC 482, CCM 1926, NCIB 8073, CCUG 28996, JCM 18109, BCRC 11376, BUCSAV 180, CCUG 12162, CFBP 4223, CGMCC 1.1914, CIP 82.10, IAM 12109, IFO 3754, IFO 3775, IMET 10357, IMSNU 21278, JCM 1489, JCM 20412, KCCM 21192, KCTC 1038, KCTC 9104, LMG 16263, NBRC 3754, NBRC 3775, NCAIM B.01383, NCIMB 8073, PCM 2333, VKM Ac-1137, CCUG 23578",1,Cellulomonas flavigena,GCA_000092865,0
2356,"126, NRS-126","DSM 20111, ATCC 488, NCIB 8076, JCM 1490, BCRC 11370, CFBP 4257, CGMCC 1.1915, CIP 102221, IAM 12110, IFO 3748, IMET 11078, IMSNU 20370, KCCM 40762, KCTC 1439, KCTC 3231, LMG 16697, NBRC 3748, NCIMB 8076, IFO 3478",1,Cellulomonas gelida,GCA_006538725,0
2360,,"DSM 9581, CCUG 34783, ATCC 51964, LMG 17240, CIP 104574, NBRC 16055, JCM 12133, DMMZ CE40, CCM 4572, IFM 10516, IFO 16055, KCTC 9982, DMMZ 40",1,Cellulomonas hominis,GCA_001315265,0
2374,KB23,"DSM 22512, JCM 19545, NBRC 110785, NCAIM B002303, NCAIM B.002303",1,Cellulomonas phragmiteti,GCA_016862775,0
164249,NEAU-TCZ24,"JCM 32383, CCTCC AA 2018042",1,Cellulomonas rhizosphaerae,GCA_003470205,1
2357,"136, NRS-136","DSM 20107, ATCC 491, NCIB 8200, JCM 1492, BCRC 14868, CCUG 24088, CECT 4284, CFBP 4256, CGMCC 1.1916, CIP 102089, IAM 12111, IFO 3747, KCCM 12156, KCTC 1441, LMG 16327, NBRC 3747, NCAIM B.01382, NCIMB 8200, NRRL B-404, VKM Ac-1140",1,Cellulomonas uda,GCA_006538705,0
12581,"C8821, W6122","DSM 16025, ATCC BAA-886, CCUG 50705, JCM 14302, CIP 108915, NBRC 104118, VTT E-072700",1,Cellulosimicrobium funkei,GCA_001570825,0
133098,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1,Chloroflexus islandicus,GCA_001650695,1
7631,"4-O, 4-0","DSM 14442, CCM 4981, NBRC 106156, CCUG 51768, JCM 12134, CIP 107799, DSM 11442",1,Citricoccus muralis,GCA_003386075,0
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,Citricoccus zhacaiensis,GCA_014645315,0
7299,78181,"DSM 20741, ATCC 33566, CIP 105364, CCUG 38896, JCM 9668, CFBP 3496, ICMP 7221, KCCM 41105, LMG 7294, NCPPB 3664, VKM Ac-1406",1,Clavibacter tessellarius,GCA_002240635,0
9436,Cc e167,"DSM 14696, CIP 109129, JCM 12620",1,Corallococcus exiguus,GCA_009909105,1
9576,Cc m8,"DSM 14697, CIP 109128, JCM 12621",1,Corallococcus macrosporus,GCA_002305895,1
3166,,"DSM 44278, ATCC 49725, CCUG 28779, CNCTC Th1/57, LMG 19042, JCM 8331, CGMCC 1.1940, CIP 104783, KCTC 3431",1,Corynebacterium accolens,GCA_000159115,0
3167,,"DSM 44280, ATCC 51403, CCUG 32103, CIP 103499, LCDC 88199, JCM 10390, LMG 19062",1,Corynebacterium afermentans subsp. afermentans,GCA_001639025,0
3080,9.6,"DSM 20306, AJ 1443, ATCC 6871, NCIB 8143, NCTC 2398, CCUG 38796, CIP 101283, JCM 1305, BCRC 10367, CGMCC 1.1883, IAM 1641, IFO 12071, IFO 12612, IMSNU 21212, KCCM 11740, KCTC 1018, NBRC 12071, NBRC 12612, NCCB 60030, NCIMB 8143, NRIC 1844, VKM Ac-2185, VKM B-672",1,Corynebacterium ammoniagenes,GCA_000164115,0
3198,,"DSM 44531, JCM 11765, NRRL B-24151, CCUG 48298, IMMIB R-3491, CIP 107643",1,Corynebacterium appendicis,GCA_900156665,0
3161,,"DSM 44202, CIP 104296, CCUG 34893, IBS B10697, JCM 10392, ATCC 51927, LMG 19064, IBS 10697",1,Corynebacterium argentoratense,GCA_000590555,0
3199,,"DSM 44532, CCUG 47449, CIP 107897, JCM 11766, NRRL B-24143, IMMIB D-1488",1,Corynebacterium aurimucosum,GCA_024138775,0
3082,,"DSM 20582, ATCC 7715, NCTC 3224, CCUG 2705, JCM 11947, BCRC 12363, CIP 54.80, IMET 10632, JCM 1482, NCDO 1689, NCIMB 701689, PCM 2047",1,Corynebacterium bovis,GCA_000183325,0
3083,B-2244,"CCUG 28793, CIP 104277, DSM 20147, ATCC 15991, CCM 7707, NCIB 10338, NRRL B-2244, JCM 9489, BCRC 12128, CECT 4015, HAMBI 2053, IFO 15359, IMSNU 21209, KCTC 1444, NBRC 15359, NCIMB 10338",1,Corynebacterium callunae,GCA_000344785,0
3214,M106/00/5,"DSM 44850, CCUG 44566, CIP 107965, JCM 13387",1,Corynebacterium caspium,GCA_000379705,0
3159,,"CCUG 38194, LMG 19044, CIP 104919, JCM 10381, DSM 44184, CCUG 35014, DMMZ 214, ATCC 700219, CCM 4669",1,Corynebacterium coyleae,GCA_900105505,0
3084,42 Fukuya,"DSM 20524, ATCC 29593, CCUG 28794, JCM 3715, BCRC 12320, CCM 5742, CECT 4048, CGMCC 1.1932, CIP 103424, IFO 15284, KCTC 3433, LMG 19065, NBRC 15284, NCTC 11863",1,Corynebacterium cystitidis,GCA_900111265,0
3153,"C7s, C7 s (-) tox-","DSM 44123, ATCC 27010, CIP 100721, NCTC 11397, CCUG 37874",1,Corynebacterium diphtheriae subsp. diphtheriae,GCA_001457455,0
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,Corynebacterium efficiens,GCA_000011305,0
3180,BL 8171,"DSM 44353, CCUG 33651, LMG 19046, CCM 4913, CIP 105466, JCM 11949, ATCC BAA-596, DMMZ 2537",1,Corynebacterium falsenii,GCA_000525655,0
3085,"OJ8, OJ 8","CCUG 28791, DSM 20296, ATCC 10340, NCDO 1320, NCIB 8707, JCM 1317, BCRC 12131, CECT 536, CGMCC 1.1885, CIP 69.5, IAM 12638, IAM 1642, IFO 14136, IMET 11080, IMSNU 21211, KCCM 41095, KCTC 3414, LMG 4046, NBRC 14136, NCCB 42012, NCFB 1320, NCIMB 8707, VKM Ac-1956",1,Corynebacterium flavescens,GCA_001941465,0
3190,6695110,"CCUG 45704, CIP 106767, JCM 45704, DSM 44506, JCM 12104",1,Corynebacterium freneyi,GCA_017876455,0
3155,,"DSM 44120, ATCC 51860, DMMZ 838, CCUG 35055, LMG 19047, JCM 11612, CCM 4567, CIP 104577",1,Corynebacterium glucuronolyticum,GCA_019633635,0
3156,B 12915,"DSM 44288, CCUG 34780, CCUG 34888, CIP 104297, IBS B 12915, JCM 10394, ATCC 51866, IBS 12915",0,Corynebacterium glucuronolyticum,GCA_000159595,0
3209,,"CCUG 54529, DSM 44683, CCTCC AA 001024, CIP 108972, JCM 12676, YIM 70093, KCTC 19015",1,Corynebacterium halotolerans,GCA_000341345,0
10843,C7,"DSM 20307, ATCC 25729, ATCC 6939, CCUG 892, CIP 54.72, DSM 43349, HAMBI 2061, JCM 1311, JCM 3209, LMG 18452, NBRC 101255, NBRC 14956, NCTC 1621, NRRL B-16538, VKM Ac-953, WDCM 00028, ACM 4987, BCRC 12859, CCM 3429, CCUG 20987, CCUG 23606, CECT 555, CGMCC 4.1824, IAM 12426, IFM 0162, IFO 14956, IMET 7467, IMSNU 22213, KACC 20051, KCTC 9082, LMG 5358, NBIMCC 1230, NCAIM B.02034, NCIMB 12828, PCM 559",0,Rhodococcus equi,GCA_000473915,0
3240,MFC-5,"CCUG 59866, CGMCC 2452, DSM 45392, NBRC 106098",1,Corynebacterium humireducens,GCA_000819445,0
3162,,"LMG 19048, DSM 44264, CCUG 36877, IFO 16163, NBRC 100416, NBRC 16163, NCTC 13015, JCM 10386, ATCC 700354, CCM 4676, CIP 105130, DMMZ 2023",1,Corynebacterium imitans,GCA_000739455,0
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950",1,Corynebacterium kroppenstedtii,GCA_000023145,0
3101,,"DSM 20755, ATCC 15677, NCTC 11138, CCUG 27535, CIP 103423, JCM 9385, NBRC 15288, CECT 4035, IFO 15288, LMG 19169",1,Corynebacterium kutscheri,GCA_000980835,0
3174,,"DSM 44291, CCUG 37336, DMMZ 1944, LMG 19051, JCM 10383, ATCC 700352, CCM 4677, CIP 105127",1,Corynebacterium lipophiloflavum,GCA_000159635,0
3230,KSS-3Se,"DSM 45231, CCM 7546, CCUG 56567, JCM 16607, CIP 110047",1,Corynebacterium lubricantis,GCA_000379425,0
3171,"JCP 2, JCL-2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066",1,Corynebacterium macginleyi,GCA_003688935,0
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491, CIP 110199",1,Corynebacterium marinum,GCA_000835165,0
3178,S-8,"DSM 44356, CCUG 38654, CECT 4843, CIP 105509, IFO (NBRC) 16160, JCM 12269, IFO 16160, LMG 19040, NBRC 16160",1,Corynebacterium mastitidis,GCA_000375365,0
3102,47,"DSM 20635, ATCC 14266, DSM 43761, NCTC 10254, JCM 9386, BCRC 14869, CCUG 27545, CCUG 46620, CIP 81.82, IFO 15360, LMG 19647, NBRC 15360",1,Corynebacterium matruchotii,GCA_000175375,0
3105,Barton,"DSM 20651, ATCC 23348, NCTC 10288, CCUG 541, JCM 9387, BCRC 14870, CCM 4728, CECT 4158, CIP 100652, IFO 15361, NBRC 15361",1,Corynebacterium minutissimum,GCA_000805675,0
3163,,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278, JCM 10384, ATCC 700355, CCM 4678, LMG 19067",1,Corynebacterium mucifaciens,GCA_012396315,0
3107,,"DSM 20632, ATCC 43995, NCTC 9864, CCUG 27538, JCM 9388, BCRC 14871, CIP 55.51, IFO 15289, IMSNU 21213, NBRC 15289",1,Corynebacterium mycetoides,GCA_900103625,0
3245,GF 234/92,"CCUG 32254, DSM 8821, ATCC 51513, JCM 12146, CCM 4568, CIP 104075, IFM 10650, LMG 19071, NBRC 106139",1,Corynebacterium otitidis,GCA_000296405,0
3108,46 Hara,"CCUG 27193, JCM 3714, NCTC 11862, CIP 103422, CCM 6140, DSM 20521, ATCC 29592, CECT 4049, CGMCC 1.1931, IFO 15285, KCTC 3434, LMG 19068, NBRC 15285",1,Corynebacterium pilosum,GCA_000373805,0
3172,"Riegel B 77159, B 77159","JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792, LMG 19069",1,Corynebacterium propinquum,GCA_000375525,0
3144,153,"DSM 44287, ATCC 10700, ATCC 7091, CCUG 27539, IFO 15362, NBRC 15362, NCTC 11136, JCM 11665, BCRC 10656, CCM 2821, CECT 755, CIP 103420, LMG 19053, PCM 2051",1,Corynebacterium pseudodiphtheriticum,GCA_000688415,0
3113,E23,"DSM 20689, ATCC 19410, NCTC 3450, CCUG 2806, LMG 19054, CIP 102968, JCM 9389, BCRC 14872, CCM 3428, CECT 808, IFO 15363, NBRC 15363, PCM 2052",1,Corynebacterium pseudotuberculosis,GCA_002155265,0
3116,"Charita a, Charita-a","DSM 20688, ATCC 19412, NCTC 7448, CCUG 27542, JCM 9391, BCRC 10657, CECT 4082, CIP 103421, HAMBI 2321, IFO 15290, NBRC 15290, PCM 2053",1,Corynebacterium renale,GCA_002563965,0
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729, JCM 10385",1,Corynebacterium singulare,GCA_000833575,0
3078,622,"DSM 20302, ATCC 14403, CCUG 43497, CIP 104228, JCM 11611, NBRC 12144, VKM B-1228, CCTM La2748, NCIMB 565, BCRC 11885, CCM 317, CECT 4275, IFO 12144, KCCM 12153, KCTC 3254, NBIMCC 1435, VKM Ac-2184, CCTM La 2748",1,Corynebacterium stationis,GCA_001941345,0
3123,,"DSM 20668, ATCC 6940, NCTC 764, CCUG 27949, CIP 81.15, IFO 15291, JCM 9390, CECT 4159, LMG 19648, NBRC 15291",1,Corynebacterium striatum,GCA_000159135,0
3147,20184,"ATCC 51799, LMG 19058, DSM 46325, CCUG 2708, IMET 11148, NCTC 7910, PCM 554, JCM 10387, CIP 106504",1,Corynebacterium ulcerans,GCA_900187135,0
3229,,"JCM 19114, DSM 45146, CCUG 55727, IMMIB L-1395",1,Corynebacterium ulceribovis,GCA_000372445,0
3148,"Armendariz, 1","DSM 7109, ATCC 43042, NCTC 12011, CCUG 18158, JCM 10395, CCM 3975, CECT 4142, CIP 103524, LMG 19041",1,Corynebacterium urealyticum,GCA_000069945,0
3224,,"DSM 45051, CCUG 53377, CIP 109611, JCM 15295, IMMIB RIV-2301",1,Corynebacterium ureicelerivorans,GCA_000747315,0
3124,FK 31,"DSM 20132, ATCC 15753, CCM 1565, NCIB 9455, JCM 2154, BCRC 12115, CCUG 23608, CCUG 45246, CECT 4178, CGMCC 1.1922, CIP 102112, HAMBI 1872, IAM 12346, IFO 15286, IMET 10433, LMG 22560, NBRC 15286, NCIMB 9455, NRRL B-4201, VKM Ac-1122, IFM 3030",1,Corynebacterium variabile,GCA_000720035,0
3128,,"CCUG 28792, DSM 20294, ATCC 10234, NCIB 9291, JCM 1323, CECT 537, CGMCC 1.1889, CIP 82.7, IAM 12429, IFO 12143, IMSNU 21210, KCCM 12165, KCTC 9648, LMG 19075, NBRC 12143, NCCB 52028, NCIMB 9291, VKM B-1211, VTT E-97777",1,Corynebacterium vitaeruminis,GCA_000550805,0
3131,,"CCUG 56051, CCM 2824, NCTC 11861, CIP 100653, IFO 15287, DSM 20743, ATCC 373, JCM 1971, BCRC 14413, CCM 1.1919, CCUG 27544, CECT 4160, IFO 16721, KCCM 40941, KCTC 3435, LMG 19544, NBRC 15287, NBRC 16721",1,Corynebacterium xerosis,GCA_000988235,0
13288,TS-1980,"DSM 44230, ATCC 51143, IFO 14475, JCM 9111, NBRC 14475, NCIMB 13187, NRRL B-16238, CGMCC 4.1710, CIP 107132, IMSNU 21335, KCTC 9391, VKM Ac-1965",1,Crossiella cryophila,GCA_014204915,1
13289,,"DSM 44580, LDDC 22291-98, NRRL B-24104, JCM 12685, CIP 107800, NBRC 101840",1,Crossiella equi,GCA_002155995,0
7305,SK1,"DSM 22823, JCM 19546, NCCB 100316",1,Cryobacterium arcticum,GCA_003185895,0
