ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Cell width
23199,81/4 12,"DSM 22548, CCUG 58091, KCTC 15416",1,Alloprevotella rava,GCA_014195585,0.55
166247,,"KCTC 23617, CECT 7957, HME 7025",1,Aquirufa nivalisilvae,GCA_003143535,0.45
134338,505,"LMG 24253, CGMCC 1.7048",1,Allorhizobium oryzae,GCA_900109605,0.90
163970,CC-HIH110,"JCM 31228, BCRC 80932",1,Allorhizobium terrae,GCA_004801395,0.7-0-9
23792,M8,"DSM 24762, CCM 7944",1,Alloscardovia macacae,GCA_002259705,0.65
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,Alloscardovia theropitheci,GCA_004332295,0.40
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,Allosediminivita pacifica,GCA_003054175,0.75
14296,YC7378,"DSM 21593, KCTC 22446",1,Allosphingosinicella vermicomposti,GCA_003012815,0.45
23231,DX5-10,"DSM 26894, CGMCC 1.3455, JCM 12573, CIP 109187, NCIMB 14310",1,Alloyangia pacifica,GCA_900100725,0.8
7516,Cr8-25,"DSM 23737, LMG 26215, JCM 18951",1,Alpinimonas psychrophila,GCA_014137865,0.35
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,Alsobacter soli,GCA_003004785,0.90
133228,100921-2,"CFCC 14287, KCTC 42844",1,Tsuneonella aeria,GCA_009827495,0.55
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,Pelagerythrobacter aerophilus,GCA_003581645,0.45
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,Alteraurantiacibacter aestuarii,GCA_009827405,1
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,Tsuneonella amylolytica,GCA_003626915,0.50
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,Pontixanthobacter aquaemixtae,GCA_009827395,0.30
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,Alteraurantiacibacter aquimixticola,GCA_004965515,0.60
133169,KEM-4,"KCTC 52259, NBRC 112305",1,Pontixanthobacter confluentis,GCA_009827615,0.30
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,Tsuneonella deserti,GCA_014644315,0.50
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,Altericroceibacterium endophyticum,GCA_009827595,1.00
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,Altererythrobacter epoxidivorans,GCA_001281485,0.5
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,Tsuneonella flava,GCA_002870965,0.40
133814,KJ7,"KACC 16190, JCM 17802",1,Pontixanthobacter gangjinensis,GCA_009827545,0.6
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,Alteriqipengyuania halimionae,GCA_009827575,0.73
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,Altererythrobacter insulae,GCA_003444655,0.40
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,Pontixanthobacter luteolus,GCA_009828095,0.7
166532,GH1-16,"KCTC 52845, NBRC 113275",1,Parerythrobacter lutipelagi,GCA_005434975,0.78
158561,C9-11,"MCCC 1K03311, JCM 32056",1,Tsuneonella mangrovi,GCA_002269345,0.45
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,Pelagerythrobacter marinus,GCA_009827515,0.4
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,Alteripontixanthobacter maritimus,GCA_003340475,0.50
133617,KYW48,"KCTC 22736, JCM 16345",1,Paraurantiacibacter namhicola,GCA_001687545,1
140815,WW3,"KCTC 42620, JCM 30975",1,Tsuneonella rigui,GCA_003958625,0.50
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,Pontixanthobacter sediminis,GCA_009828115,0.35
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,Tsuneonella troitsensis,GCA_001441535,0.4
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,Altericroceibacterium xinjiangense,GCA_003958635,1.15
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,Alteribacillus bidgolensis,GCA_002886255,0.85
1317,X5B,"DSM 23995, IBRC 10446",1,Alteribacillus iranensis,GCA_900113025,0.70
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,Alteribacillus persepolensis,GCA_900099605,1.25
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265, CIP 109837",1,Alteribacter aurantiacus,GCA_000429705,0.9
164197,M30,"JCM 32118, CGMCC 1.16739, MCC 3010",1,Alteribacter natronophilus,GCA_006007885,0.65
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,Alteribacter populi,GCA_002352765,0.70
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,Alteromonas aestuariivivens,GCA_003367475,0.40
450,,"DSM 23844, CCUG 55340, LMG 24078",1,Alteromonas genovensis,GCA_010500895,0.9
134153,F-32,"CECT 7067, LMG 22958, CIP 109083",1,Alteromonas hispanica,GCA_010500915,0.75
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,Alteromonas lipolytica,GCA_001758465,0.95
158616,S35,"KCTC 52449, CGMCC 1.16029",1,Alteromonas oceani,GCA_003731635,0.55
166518,U0105,"KCTC 62080, MCCC 1H00299",1,Alteromonas sediminis,GCA_003820355,0.45
23153,IGB-41,"DSM 23761, CIP 110167, CIP 110334",1,Amantichitinum ursilacus,GCA_001294205,0.75
17782,ILE-2,"DSM 16581, JCM 14039",1,Aminiphilus circumscriptus,GCA_000526375,0.1
158376,FH042,"DSM 103574, JCM 31555",1,Aminipila butyrica,GCA_010669305,0.85
24744,4F6E,"DSM 25964, JCM 18417",1,Aminivibrio pyruvatiphilus,GCA_004366815,0.8
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,Aminobacter ciceronei,GCA_014138625,0.6
11862,CC 495,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798",1,Aminobacter carboxidus,GCA_014207495,0.55
16790,SR,"DSM 19636, VKM B-2461",1,Ammonifex thiophilus,GCA_003368535,0.65
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,Ammoniphilus resinae,GCA_017873965,0.55
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,Amnibacterium flavum,GCA_003097495,0.85
7508,KSL51201-037,"DSM 24782, JCM 16463, KEMC 51201-037, KACC 15557, NBRC 109360",0,Amnibacterium kyonggiense,GCA_004364555,0.175
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,Amorphus coralli,GCA_000374525,1.75
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA-2118, NBRC 11149",1,Amphibacillus cookii,GCA_016908375,0.55
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,Amphibacillus jilinensis,GCA_000306965,0.50
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,Amphibacillus marinus,GCA_900110345,0.35
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,Amphibacillus xylanus,GCA_000307165,0.40
11296,M41,"DSM 18887, LMG 24143, JCM 14776",1,Amphritea atlantica,GCA_024347255,0.5
134369,,"JCM 14781, ATCC BAA-1529, JAMM 1525",1,Amphritea balenae,GCA_003858655,0.75
134368,,"JCM 14782, ATCC BAA-1530, JAMM 1866",1,Amphritea japonica,GCA_000381785,0.75
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,Amphritea opalescens,GCA_003957515,0.50
133703,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1,Amycolatopsis granulosa,GCA_011758745,0.45
166702,RM579,"NBRC 106096, TBRC 1849, RM 579",1,Amycolatopsis pithecellobii,GCA_009707865,0.65
140730,H-12,"KCTC 52581, CGMCC 1.15880, DSM 108668",1,Amylibacter cionae,GCA_014643735,0.85
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,Amylibacter kogurei,GCA_002742285,0.54
159853,m18,"KACC 19229, JCM 32051",1,Amylibacter lutimaris,GCA_002860325,0.90
1559,MS 6,"DSM 22531, NCCB 100213, UNIQEM U377",1,Anaerobacillus alkalidiazotrophicus,GCA_001866055,0.90
158471,B16-10,"DSM 29790, NCAIM B.02608",1,Anaerobacillus alkaliphilus,GCA_004116265,0.65
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,Anaerobranca californiensis,GCA_900142275,0.285
132584,,"DSM 100423, JCM 30819, SN 021",1,Anaerocolumna cellulosilytica,GCA_014202875,0.8
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,Anaerocolumna jejuensis,GCA_900142215,0.5
502,IMO-1,"DSM 16554, JCM 12577",1,Anaerolinea thermolimosa,GCA_001050195,0.35
501,UNI-1,"DSM 14523, JCM 11388",1,Anaerolinea thermophila,GCA_000199675,0.25
140570,DY2726D,"JCM 30224, MCCC 1A00776",1,Anaeromicrobium sediminis,GCA_002270055,0.65
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,Anaerophilus nitritogenes,GCA_004138215,0.50
166544,MCWD5,"KCTC 15595, DSM 105757",1,Anaerosacchariphilus polymeriproducens,GCA_003363435,0.50
11852,WN036,"DSM 21120, JCM 15094, KCTC 15145",1,Anaerosphaera aminiphila,GCA_900129925,0.8
2868,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1,Anaerosporobacter mobilis,GCA_900142955,0.50
132639,"FRC-RU4, RU4","DSM 29728, ATCC BAA-2723",1,Anaerosporomusa subterranea,GCA_001611555,0.40
2806,G17,"DSM 14214, LMG 20954",1,Anaerotignum lactatifermentans,GCA_900142265,0.95
2646,X2,"DSM 1682, ATCC 25522, NCIMB 10656, CCUG 9280, JCM 1430, VPI 5303",1,Anaerotignum propionicum,GCA_001561955,0.65
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,Anaerotruncus colihominis,GCA_000154565,0.5
17407,NS05,"DSM 18746, CCM 7435, CCUG 57200, NEU 1212",1,Ancylobacter oerskovii,GCA_018390555,0.55
158256,E130,"DSM 102029, LMG 29367",1,Ancylobacter pratisalsi,GCA_010669125,0.55
164306,M1P,"JCM 32614, KCTC 15718",1,Ancylomarina euxinus,GCA_003863355,0.25
166210,SHSM-M15,"KACC 19862, NBRC 113749",1,Ancylomarina salipaludis,GCA_004122035,0.30
133003,FA102,"DSM 28825, CICC 10902, KCTC 42257",1,Ancylomarina subtilis,GCA_004217115,0.35
5416,MK-1,"DSM 1989, ATCC 43737",1,Andreesenia angusta,GCA_001855385,1.25
10499,JS11-7,"DSM 18519, KACC 11608",1,Andreprevotia chitinilytica,GCA_000711875,0.8
10500,GFC-1,"DSM 23236, BCRC 17832, LMG 24502",1,Andreprevotia lacus,GCA_900176275,0.5
11401,"R-12870, B-1599","DSM 18919, CIP 108308, KCTC 13001, LMG 22483, Logan B-1599",1,Aneurinibacillus terranovensis,GCA_000430625,0.9
566,"T-11, T11","DSM 23211, CCTCC AB 209237, KCTC 13721",1,Anoxybacillus tengchongensis,GCA_014201585,0.9
556,"GS5-97, R-35643","DSM 16325, ATCC BAA-942",1,Anoxybacteroides tepidamans,GCA_014201465,1.05
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,Paranoxybacillus vitaminiphilus,GCA_003259935,0.9
557,TH 13,"DSM 17075, JCM 12111, NCIMB 13956",1,Anoxybacteroides voinovskiense,GCA_014196205,0.5
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,Anseongella ginsenosidimutans,GCA_004346135,0.50
158772,JB01H24,"GDMCC 1.1229, KCTC 52984",1,Antarcticibacterium flavum,GCA_006159205,0.75
163904,318-1,"JCM 30927, KCTC 72105, KEMB 7306-525",1,Antarcticimicrobium luteum,GCA_004358185,0.90
140874,wkB301,"NRRL B-65307, NCIMB 14986",1,Apibacter adventoris,GCA_002964975,0.3
132969,R-53146,"DSM 100903, LMG 28357",1,Apibacter mensalis,GCA_001418685,1
166255,G8,"LMG 30898, DSM 107922",1,Apibacter muscae,GCA_007845635,1
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,Apilactobacillus micheneri,GCA_002993975,0.70
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,Apilactobacillus quenuiae,GCA_002994005,0.35
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,Apilactobacillus timberlakei,GCA_002993965,0.60
166268,Sn-9-2,"KCTC 62308, CCTCC AB 2018270",1,Aquabacter cavernae,GCA_003993795,0.70
11866,Sa14,"DSM 21857, CCUG 57044",1,Aquamicrobium aerolatum,GCA_900113935,0.4
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,Aquaticitalea lipolytica,GCA_014641635,0.25
166239,BH258,"KACC 18680, NBRC 111875",1,Aquibacillus sediminis,GCA_005870085,0.95
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,Cognataquiflexum aquatile,GCA_003316845,0.30
17714,BA160,"DSM 16537, CIP 108445, LMG 22565",1,Aquiflexum balticum,GCA_900176595,0.45
5596,ZC1,"DSM 21889, CCTCC AB 2010229, NBRC 107695",1,Aquimarina agarilytica,GCA_000255455,0.55
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,Aquimarina aggregata,GCA_001632745,0.40
5592,SMK-19,"DSM 17196, KCTC 12390",1,Aquimarina brevivitae,GCA_004216895,0.25
158803,NS08,"KCTC 52897, MCCC 1H00191",1,Aquimarina celericrescens,GCA_018066725,0.25
133847,SW024,"CGMCC 1.11007, JCM 17859",1,Aquimarina longa,GCA_001401755,0.3
133725,PSC33,"KCTC 23302, JCM 17454",1,Aquimarina mytili,GCA_016735115,0.35
5595,A6,"DSM 22623, KCTC 22663",1,Aquimarina spongiae,GCA_900141785,0.3
17443,,"DSM 16957, JCM 12896, MTCC 6713, GPTSA 20, CIP 108872",1,Aquimonas voraii,GCA_900101825,0.35
166171,KYPY4,"BCRC 81010, KCTC 52441",1,Rubrivivax rivuli,GCA_004016505,0.65
164431,30S-ANTBAC,"JCM 32977, DSM 108553, LMG 31079",1,Aquirufa antheringensis,GCA_004307425,0.6
166196,"59G-WUEMPEL, 59G- WUEMPEL","LMG 31081, DSM 108554",1,Aquirufa nivalisilvae,GCA_004307455,0.5
1547,SH4s,"DSM 18090, CCM 7366, CECT 7149",1,Aquisalibacillus elongatus,GCA_003843875,0.5
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12, CIP 109713",1,Aquisalimonas asiatica,GCA_900110585,0.8
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,Aquisalinus flavus,GCA_014534785,0.60
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,Aquisediminimonas profunda,GCA_019443285,0.40
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,Aquisediminimonas sediminicola,GCA_019740335,0.45
10512,5YN1-3,"DSM 21330, KACC 12729",1,Aquitalea denitrificans,GCA_009856625,0.7
133396,,"DSM 22792, JCM 30984, KCTC 22820, Gsoil 809",1,Arachidicoccus ginsenosidivorans,GCA_007971385,0.70
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,Arcanobacterium canis,GCA_029625435,0.5
22902,2698,"DSM 26142, CCM 8430, LMG 27073, CIP 110543",1,Arcanobacterium phocisimile,GCA_016904675,0.5
140307,647,"DSM 102162, LMG 29418",1,Arcanobacterium wilhelmae,GCA_029632765,0.5
18100,PM70-1,"DSM 19444, JCM 14716",1,Archaeoglobus sulfaticallidus,GCA_000385565,0.4
3766,TNR-18,"DSM 22214, BCRC 17969, LMG 25207",1,Arcicella aurantiaca,GCA_003148625,0.55
23819,JC84,"DSM 24636, KCTC 15071, MTCC 10956, CECT 9783",1,Arcobacter anaerophilus,GCA_004116345,0.2
2094,D2686,"DSM 8739, ATCC 49616, CDC D2686, LMG 10828, WDCM 00065, CCUG 30485, NCTC 12481, RM 4018, JCM 31724, CECT 8221, CIP 103493",1,Arcobacter butzleri,GCA_000014025,0.30
158655,F138-33,"CECT 8984, LMG 29148, CIP 111615",1,Arcobacter canalis,GCA_002723485,0.30
2096,KH-2,"DSM 17680, CCUG 48482, LMG 21996, CIP 108697, CECT 7203",1,Arcobacter cibarius,GCA_000522465,0.5
140702,MA5,"LMG 28652, JCM 31147",1,Arcobacter lekithochrous,GCA_003049765,0.65
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA-1022, CIP 108450",1,Arcobacter halophilus,GCA_002837275,0.45
2100,CL-S1,"DSM 24769, CECT 7727, KCCM 90072, JCM 15502",1,Malaciobacter marinus,GCA_002723495,0.2
2098,F2075,"DSM 23625, CECT 7386, LMG 24559, CIP 110066",1,Arcobacter mytili,GCA_003346775,0.5
2095,"WCDM 00067, 449/80","DSM 7302, ATCC 51132, CCUG 10374, LMG 6621, WRI 449/80, JCM 33358, CIP 103538, CIP 103588, NCTC 12713, WDCM 00067, CECT 8223, CIP 1035838T",1,Arcobacter skirrowii,GCA_003544835,0.30
2099,strain 16389,"DSM 23385, CCUG 56902, LMG 24486",1,Arcobacter thereius,GCA_001695395,0.5
2101,"64, 64/2-45d5/R-39974","DSM 25469, LMG 25534, CCUG 59229, CIP 110286",1,Arcobacter trophiarum,GCA_003355515,0.4
140651,MN12-7,"KCTC 32015, CIP 110422",1,Arcticibacter svalbardensis,GCA_000403135,1.75
23259,TF5-37.2-LB10,"DSM 23085, CIP 110085, MOLA 820",1,Arcticibacter tournemirensis,GCA_006716645,0.5
133367,SM1504,"KCTC 42716, CCTCC AB 2015348",1,Arcticibacterium luteifluviistationis,GCA_003258705,0.35
140943,SM1212,"MCCC 1K00234, KCTC 32514",1,Psychroserpens luteus,GCA_015319355,0.55
158623,P308H10,"GDMCC 1.1230, KCTC 52983",1,Arenibacter catalasegens,GCA_002909235,0.50
5484,,"DSM 19833, CCUG 48006, JCM 13507, KCTC 12113, KMM 3941, CIP 108496, NCIMB 14240",1,Arenibacter certesii,GCA_000429545,0.55
5485,,"DSM 23522, KCTC 22013, LMG 22574, KMM 6032",1,Arenibacter echinorum,GCA_003259375,0.45
133835,HP12,"KACC 16193, JCM 17788",1,Arenibacter hampyeongensis,GCA_002909255,0.45
166366,JC631,"KCTC 72002, NBRC 114071",1,Arenibacter lacus,GCA_008711145,0.40
5482,PIBOC FEBRAS,"CCUG 48011, DSM 17539, CIP 108849, JCM 13509, KMM 3961, LMG 21972, NCIMB 14299",1,Arenibacter palladensis,GCA_900129275,0.45
130841,,"DSM 100248, KCTC 12711, LMG 26983, KMM 6208",1,Arenicella chitinivorans,GCA_014651515,0.55
17916,Sd2-39,"DSM 24032, KMM 3895, NRIC 0759, JCM 16153",1,Arenicella xantha,GCA_003315245,0.55
159746,z29,"JCM 32091, CCTCC AB 2017067",1,Arenimonas caeni,GCA_003024235,0.35
17445,TR7-09,"DSM 18010, CIP 109794, KCTC 12666, KCTC 12557",1,Arenimonas composti,GCA_000426365,0.45
17444,HO3-R19,"DSM 18148, KACC 11381",1,Arenimonas donghaensis,GCA_000743535,0.5
24669,CF5-1,"DSM 27855, CCTCC AB 2010449, CGMCC 1.10787, KCTC 23460, KCTC 23904",1,Arenimonas metalli,GCA_000747155,0.45
17448,"YC6267, Z0-2","DSM 21050, KCTC 22247",1,Arenimonas oryziterrae,GCA_000420545,0.7
140971,Y3L17,"CGMCC 1.15905, KCTC 52420",1,Arenimonas soli,GCA_014643775,0.35
164486,R29,"JCM 33216, KACC 19896",1,Arenimonas terrae,GCA_006265115,0.35
133984,P7-3-5,"CGMCC 1.12213, KACC 16457",1,Algibacter luteus,GCA_000283015,0.45
24107,KM894/11,"DSM 25571, CCOS 690, CCUG 62181",1,Arsenicicoccus dermatophilus,GCA_022568795,1
7625,S6-3,"DSM 22274, CGMCC 1.8950, JCM 17736",1,Arthrobacter alpinus,GCA_900105965,0.90
7603,R-5102,"DSM 16402, LMG 22283, JCM 21794, IAM 15349, CIP 108896, LMG 19502",1,Arthrobacter castelli,GCA_000430705,0.9
164638,SLN-3,"JCM 33723, ACCC 61595",1,Arthrobacter crusticola,GCA_004357995,0.60
7629,Cr6-08,"DSM 23324, CGMCC 1.10698, CIP 110638, LMG 26052, JCM 18953",1,Arthrobacter cryoconiti,GCA_020905375,0.60
132484,AM23,"DSM 29493, KACC 18260",1,Arthrobacter echini,GCA_004803505,1.70
7605,R-5117,"DSM 16403, LMG 22284, JCM 21771, CIP 108899, IAM 15322",1,Arthrobacter pigmenti,GCA_011927905,0.9
166341,,"KACC 19599, CGMCC 1.13474, MIC A30",1,Arthrobacter sedimenti,GCA_011750795,1.25
158257,KIS14-16,"DSM 27180, KACC 17303, NBRC 109660",1,Arthrobacter silviterrae,GCA_011045165,0.75
7607,R-5305,"DSM 16406, LMG 19501, JCM 21773, CIP 108900, IAM 15324, VTT E-072668",1,Arthrobacter tumbae,GCA_016907495,0.9
159686,DMA-K-7a,"DSM 106737, NCAIM B.02641",1,Arundinibacter roseus,GCA_004348825,0.48
34,S60-1,"DSM 15972, CCM 7132, IFO (now NBRC) 16457, JCM 10715, KCTC 12914, MTCC 4042, NRIC 0323, IFO 16457, NBRC 16457, CIP 107278",1,Asaia siamensis,GCA_014635085,0.80
168791,"3.1105, 31105","CCTCC AB 2018268, KCTC 62978",1,Asticcacaulis tiandongensis,GCA_006475605,0.40
132416,NAS-01,"DSM 28954, JCM 19762",1,Athalassotoga saccharophila,GCA_009936215,0.75
164259,GH3-15,"JCM 32445, KCTC 62380",1,Aurantiacibacter suaedae,GCA_005434915,0.65
141147,R14M6,"GDMCC 1.1202, KCTC 52919",1,Aurantimonas aggregata,GCA_010500835,0.85
526,WP1,"DSM 14790, CCUG 53900, CIP 107386",1,Aurantimonas coralicida,GCA_000421645,1.0
133164,,"DSM 103570, CPCC 100904, KCTC 52296, EGI 6500337",1,Aurantimonas endophytica,GCA_014196845,0.69
133899,SG-18,"NBRC 108814, KCTC 23967",1,Aureicoccus marinus,GCA_002954325,2
532,S21B,"DSM 21988, CECT 7138, CIP 109525, KCTC 22106, LMG 23375",1,Aureimonas altamirensis,GCA_001463885,0.9
140972,2T4P-2-4,"KCTC 52217, CGMCC 1.15367",1,Aureimonas endophytica,GCA_014642635,1.80
166343,,"KCTC 62995, NBRC 113692, CAU 1482",1,Aureimonas fodinaquatilis,GCA_008369445,0.80
534,CW5,"DSM 21987, JCM 14755, KCTC 12893",1,Aureimonas frigidaquae,GCA_001463905,0.70
166114,,"KCTC 72462, CGMCC 1.17389, YIM 132180",1,Aureimonas leprariae,GCA_008802405,1.15
158604,4M3-2,"CFCC 11187, KCTC 42087",1,Aureimonas populi,GCA_017815515,0.7
166383,,"KCTC 42691, NBRC 112412, YIM DR1026",1,Aureimonas psammosilenae,GCA_009176975,0.95
132997,PP-CE-2G-454,"DSM 102238, CCM 8665, LMG 29411, CIP 111015",1,Aureimonas pseudogalii,GCA_014196835,1.05
533,5715S-12,"DSM 18598, CIP 109815, KACC 11607",1,Aureimonas ureilytica,GCA_000382705,0.85
133711,S1-66,"NBRC 107741, KCTC 23434",1,Aureitalea marina,GCA_002943755,0.50
133872,VIII.04,"ATCC BAA-2394, LMG 26721",1,Aureivirga marina,GCA_015767265,0.5
166401,Q31a,"DSM 103537, LMG 29700",1,Aureliella helgolandensis,GCA_007752135,1.00
7792,,"DSM 45359, CCUG 57943, JCM 19109, IMMIB L-1656",1,Auritidibacter ignavus,GCA_003703835,0.45
170905,UR159,"CIP 111616, DSM 105483",1,Avrilella dinanensis,GCA_002807015,0.35
164174,CC-YHH838,"JCM 32001, BCRC 81059",1,Pseudothauera nasutitermitis,GCA_004801295,0.50
166474,SY39,"KCTC 62157, MCCC 1K03430",1,Pseudazoarcus pumilus,GCA_002872475,0.45
164175,CC-YHH848,"JCM 32002, BCRC 81060",1,Pseudothauera rhizosphaerae,GCA_004801305,0.60
13889,d8-1,"DSM 23864, BCRC 17657, LMG 24005",1,Azonexus hydrophilus,GCA_000429605,0.4
24668,NS12,"DSM 18749, CCM 7897, NEU 1219",1,Azorhizobium oxalatiphilum,GCA_014635325,1
13893,,"DSM 18626, CCUG 55598, NRRL B-41660, LMG 23819, Sua SUA2, Sua 2",1,Azospira restricta,GCA_016858125,0.5
140877,CC-HIH038,"BCRC 80909, JCM 30827, CECT 9207",1,Azospirillum agricola,GCA_017876095,1.50
134232,DS2,"NCCB 100108, LMG 23617, CIP 109702",1,Azospirillum canadense,GCA_025961225,0.9
134013,CC-LY743,"BCRC 80505, JCM 18688, LMG 27264",1,Azospirillum fermentarium,GCA_025961205,1.1
166293,L-25-5 w-1,"CGMCC 1.13672, KCTC 62777",1,Azospirillum griseum,GCA_003966125,0.65
140653,SgZ-5,"CCTCC AB 2012021, KACC 16605",1,Azospirillum humicireducens,GCA_001639105,1.50
170908,RWY-5-1-1,"CGMCC 1.13426, KCTC 72259",1,Azospirillum oleiclasticum,GCA_013423485,1.85
134118,COC8,"IAM 15130, CCTCC AB 204051, JCM 21588, BCRC 17901, NBRC 102291, CIP 108863",1,Azospirillum oryzae,GCA_008364795,1
166472,M2T2B2,"KACC 14063, NBRC 106460",1,Azospirillum ramasamyi,GCA_003233655,1.00
167820,,"KCTC 62259, CFH 70021, CCTCC AB 2018121",1,Azospirillum thermophilum,GCA_003130795,0.55
14000,Bv-S,"DSM 21654, VKM B-2513",1,Azospirillum thiophilum,GCA_000960825,1.55
134249,,"NRRL B-41736, DSM 18954, CBD 119, CIP 109795",1,Gottfriedia acidiceleris,GCA_002128425,0.90
166332,CX253,"GDMCC 1.1608, KACC 21318",1,Bacillus aerolatus,GCA_009183655,1.25
140963,N35-10-2,"MCCC 1A02146, KCTC 33710, LMG 28875, NBRC 113917, CIP 111456",1,Bacillus albus,GCA_001884185,1.40
598,F,"DSM 7, ATCC 23350, CCUG 28519, NRRL B-14393, Fukumoto strain F, CIP 103265, LMG 9814, NRRL : B-14393",1,Bacillus amyloliquefaciens,GCA_000196735,0.80
1077,,"DSM 7264, ATCC 49337, NRRL NRS-213, CCUG 28524, JCM 9070, CIP 107159, IFO 15539, KCTC 3701, LMG 16797, NBRC 15539, NCIMB 12899",1,Bacillus atrophaeus,GCA_001584335,0.75
166294,"CM-CNRG TB54, TE3",CCStamb A1,1,Bacillus cabrialesii,GCA_004124315,1
158610,7578-1,"CGMCC 1.15374, KCTC 33845",1,Heyndrickxia camelliae,GCA_002844575,0.40
133067,,"DSM 103394, CGMCC 1.12820, KCTC 33514, EGI 6500252",1,Bacillus capparidis,GCA_017832095,0.68
1281,PN5,"DSM 21993, JCM 15113, LMG 23935, MTCC 9127, CCUG 55698",1,Solibacillus cecembensis,GCA_001439635,1.25
1280,m4-4,"DSM 25608, CECT 7197, NRRL B-41737",1,Bacillus coahuilensis,GCA_000171615,0.60
132385,NE-14,"DSM 28970, JCM 30397",1,Bacillus ectoiniformans,GCA_016908875,0.75
167978,17-SMS-01,"KCTC 33949, MCCC 1K03483, MCCC 1K03483T",1,Bacillus fungorum,GCA_002746455,1.15
132364,FJAT-4402,"DSM 29500, CGMCC 1.12902",1,Bacillus gobiensis,GCA_001278705,1.00
158629,Ma50-5,"KCTC 33881, CCTCC AB 2017020",1,Bacillus kexueae,GCA_022809095,0.50
166102,YSP-3,"ACCC 60365, KCTC 33934",1,Alteribacter lacisalsi,GCA_003226345,0.60
158731,AK74,"MTCC 12638, KCTC 33946, JCM 32185",1,Metabacillus lacus,GCA_009674805,1.15
