ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Gram stain
7795,TT2-10,"DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,Actinocatenispora thailandica,GCA_016865425,positive
159707,A251,"CGMCC 4.7421, JCM 32178",1,Actinocorallia populi,GCA_002995495,positive
132014,OB1,"DSM 45618, ATCC BAA-2771",1,Actinocrinis puniceicyclus,GCA_018283645,positive
132668,MI503-A4,"DSM 45934, NBRC 109632",1,Actinocrispum wychmicini,GCA_004345645,positive
13511,03-9939,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,Actinokineospora alba,GCA_004362515,positive
13206,YU 961-1,"DSM 44650, IFO 16518, NBRC 16518, JCM 11646, CIP 107896",1,Actinokineospora auranticolor,GCA_002934265,positive
13207,ID 03-0561,"DSM 45656, BTCC B554, NBRC 104211",1,Actinokineospora baliensis,GCA_016907695,positive
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,Actinokineospora bangkokensis,GCA_001940455,positive
13209,ID 03-0810,"DSM 45657, BTCC B-558, NBRC 105526",1,Actinokineospora cianjurensis,GCA_003663795,positive
13199,,"DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,Actinokineospora diospyrosa,GCA_024171925,positive
13205,YU 924-101,"DSM 44649, IFO 16517, NBRC 16517, JCM 11647, CIP 107895",1,Actinokineospora enzanensis,GCA_000374445,positive
13200,,"DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,Actinokineospora globicatena,GCA_024171945,positive
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,Actinokineospora inagensis,GCA_000482865,positive
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,Actinokineospora terrae,GCA_900111175,positive
16924,SF2197,"DSM 43919, IFO 14695, JCM 6250, NBRC 14695, CGMCC 4.2100, CIP 107393, HUT 6547, IMSNU 22157, IMSNU 22161, KCTC 9620, MTCC 2560, NCIMB 12618",1,Actinomadura atramentaria,GCA_000381885,positive
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,Actinomadura bangladeshensis,GCA_004348335,positive
16988,3.24,"DSM 44772, AS 4.1522, IFO 16341, NBRC 16341, JCM 10667, CGMCC 4.1522, CIP 107903",1,Actinomadura catellatispora,GCA_014205085,positive
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,Actinomadura craniellae,GCA_003289645,positive
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,Actinomadura flavalba,GCA_000374305,positive
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,Actinomadura formosensis,GCA_001552155,positive
17005,A8036,"DSM 45508, KCTC 19868, JCM 19952",1,Actinomadura geliboluensis,GCA_005889745,positive
16987,80-60,"DSM 44770, AS 4.1202, CIP 107902, DSM 43891, IFO 14668, JCM 6161, NBRC 14668, VKM Ac-1273, CGMCC 4.1202",1,Actinomadura glauciflava,GCA_024648845,positive
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,Actinomadura kijaniata,GCA_001552175,positive
16931,S-0203,"DSM 40398, ATCC 25469, CBS 702.69, CGMCC AS 4.1382, IFO 13057, ISP 5398, JCM 4203, KCC S-0203, KCC S-0491, NBRC 13057, RIA 1249, OEU 719, BCRC 16250, CECT 3283, CGMCC 4.1382, CGMCC 4.1516, CIP 105484, IMET 9672, IMSNU 20009, JCM 4491, KCTC 9341, NRRL B-12327, VKM Ac-1509",1,Actinomadura luteofluorescens,GCA_013409365,positive
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,Actinomadura macra,GCA_001552215,positive
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809, IFO 13909, NBRC 13909",1,Actinomadura madurae,GCA_900115095,positive
16985,A290,"DSM 44485, NRRL B-24203, JCM 13236, CIP 108420",1,Actinomadura mexicana,GCA_900188105,positive
16989,A288,"DSM 44715, NRRL B-24247, JCM 13237, CIP 108410",1,Actinomadura meyerae,GCA_900188445,positive
140490,CYP1-1B,"JCM 16995, KCTC 39784, PCU 349, TISTR 2400",1,Actinomadura montaniterrae,GCA_008923365,positive
16986,"FH-A 1198, ID 90-506, FH A 1198","DSM 44197, CIP 108365, NRRL B-24153, HAG 010767, JCM 13238, CPCC 201670",1,Actinomadura namibiensis,GCA_014138665,positive
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,Actinomadura pelletieri,GCA_003634705,negative
164563,LD22,"JCM 33455, CCTCC AA 2018050",1,Actinomadura physcomitrii,GCA_008923205,positive
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,Actinomadura roseirufa,GCA_900659635,positive
17003,CS5-AC15,"DSM 45251, KCTC 19559",1,Actinomadura rupiterrae,GCA_024172125,positive
16970,2991,"DSM 43750, ATCC 49883, IFO 15178, IMET 9705, JCM 7345, NBRC 15178, BCRC 16817, CIP 105486, IFO 15275, IMSNU 22192, INMI 2991, KCTC 9493, NBRC 15275, VKM Ac-1470",0,Actinomadura viridilutea,GCA_001552235,positive
16945,"Mt-1, A-0325","DSM 43175, ATCC 27103, CBS 833.70, IMET 9546, JCM 3112, KCC A-0112, BCRC 13398, CIP 105478, IFO 15238, IMSNU 20019, KCTC 9290, NBRC 15238, VKM Ac-1315, CCRC 13398",1,Actinomadura viridis,GCA_015751755,positive
177,"M1327/95/1, M1327/96/1","DSM 15435, CCUG 37421, CIP 106647",1,Actinomyces bowdenii,GCA_017592395,positive
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,Actinomyces dentalis,GCA_000429225,positive
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758, CIP 103126",1,Actinomyces denticolens,GCA_001995055,positive
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,Actinomyces gaoshouyii,GCA_002072175,positive
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,Actinomyces gerencseriae,GCA_000429265,positive
151,Jr 277 (CDC W855),"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,Actinomyces israelii,GCA_000711965,positive
190,"genospecies WVA 963, genospecies(serotype) WVA 963","DSM 23038, ATCC 49338, CCUG 34287, KCTC 15157, VPI D135D-26, JCM 16129",1,Actinomyces johnsonii,GCA_006546835,positive
166249,2129,"CGMCC 4.7483, DSM 106426",1,Actinomyces lilanjuaniae,GCA_003606385,positive
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130, CIP 109360",1,Actinomyces massiliensis,GCA_000269805,positive
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,Actinomyces naeslundii,GCA_001956585,positive
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,Actinomyces oricola,GCA_004104015,positive
159350,410,"DSM 106201, CGMCC 1.16361",1,Actinomyces qiguomingii,GCA_004102025,positive
176,AO 96-06841,"DSM 15433, CCUG 36733, CIP 106352",1,Actinomyces radicidentis,GCA_001553565,positive
138775,Sh-134563,"CCUG 32792, CIP 103130, NCTC 11923",1,Actinomyces slackii,GCA_900637295,positive
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,Actinomyces timonensis,GCA_000295095,positive
178,,"DSM 15434, CCUG 38702, CIP 106421",1,Actinomyces urogenitalis,GCA_000159035,positive
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,Actinomyces viscosus,GCA_004525795,positive
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,Actinomyces vulturis,GCA_001687305,positive
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,Actinomyces weissii,GCA_016598775,positive
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,Actinomycetospora chiangmaiensis,GCA_000379625,positive
159747,A-T 8314,"TBRC 5722, NBRC 113235",1,Actinomycetospora endophytica,GCA_021026375,positive
132566,MB20,"DSM 46746, CECT 8960",1,Actinophytocola algeriensis,GCA_014203735,positive
13512,,"DSM 45499, BCC 31372, NBRC 105245, JCM 17236, TBRC 158",1,Actinophytocola oryzae,GCA_004364325,positive
133108,11-183,"KCTC 39690, MCCC 1K02062, DSM 109075",1,Actinophytocola xanthii,GCA_001921205,positive
7847,A4029,"DSM 45518, KCTC 19984, NRRL B-24835, JCM 19953, NBRC 110796",1,Actinoplanes abujensis,GCA_014204895,positive
23114,Y16,"DSM 45850, CGMCC 4.6857, JCM 17700",1,Actinoplanes atraurantiacus,GCA_900215205,positive
7841,GW8-1761,"CCUG 53409, DSM 45050, CIP 109316, JCM 15999, NBRC 106145",1,Actinoplanes couchii,GCA_016862075,positive
7839,"A/6353, FH 2244","DSM 43865, ATCC 31048, BCRC 12121, CBS 355.75, IFO 13997, IMSNU 22127, JCM 3250, KCC A-0250, KCTC 9536, NBRC 13997, NCIMB 12636, NRRL B-16723, SANK 62178, CGMCC 4.5521",1,Actinoplanes liguriensis,GCA_000715855,positive
130440,A-T 6646,"DSM 46706, BCC 46194, NBRC 109076",1,Actinoplanes siamensis,GCA_016862395,positive
164277,,"JCM 32512, CGMCC 4.7580, LAM 7112",1,Actinoplanes solisilvae,GCA_003999975,positive
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,Actinoplanes teichomyceticus,GCA_003711105,positive
7844,MN07-A0371,"DSM 45572, NBRC 105297, VTCC D9-10",1,Actinoplanes tereljensis,GCA_016862435,positive
7845,MN07-A0368,"DSM 45573, NBRC 105298, VTCC D9-11",1,Actinoplanes toevensis,GCA_018332695,positive
7843,03-8772,"DSM 45184, CCM 7527, KCTC 19461, JCM 16606, NBRC 106528",1,Actinoplanes xinjiangensis,GCA_003148685,positive
11160,,"DSM 45243, CCTCC AA 208030, JCM 16897, YIM 48868",1,Actinopolymorpha alba,GCA_000373925,positive
11161,"06-2230, I06-2230","DSM 45117, CCM 7466, KCTC 19293, JCM 17964, CPCC 202808",1,Actinopolymorpha cephalotaxi,GCA_013408535,positive
11159,,"DSM 18448, CCTCC AA 206004, JCM 16537, YIM 45725",1,Actinopolymorpha rutila,GCA_013407855,positive
11158,IM 7744,"DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,Actinopolymorpha singaporensis,GCA_900104745,positive
24730,H55,"DSM 45460, CCUG 62965",1,Actinopolyspora mzabensis,GCA_900101095,positive
24727,,"DSM 46732, CCTCC AA 209080, KCTC 19656, TRM 40136, JCM 31478",1,Actinopolyspora xinjiangensis,GCA_900104475,positive
17634,GE134766,"DSM 44926, NRRL B-24431, JCM 14896, BCRC 16838, NBRC 102107",1,Actinospica acidiphila,GCA_000717315,positive
17635,GE134769,"DSM 44927, JCM 14908, NRRL B-24432, BCRC 16839, NBRC 102112",1,Actinospica robiniae,GCA_000504285,positive
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,Actinosynnema mirum,GCA_000023245,positive
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,Actinotalea caeni,GCA_009733795,positive
2385,M,"DSM 3133, ATCC 43279, CFBP 4259, CIP 103003, JCM 9966, LMG 16154, NBRC 105374, NBRC 15517, BCRC 14866, IFO 15517, KCTC 3251, LMG 17239",1,Actinotalea fermentans,GCA_000767215,positive
133962,CF5-4,"KCTC 29134, CCTCC AB 2012198, DSM 112671, JCM 31479",1,Actinotalea ferrariae,GCA_000603945,negative
158625,THG-T121,"KACC 19191, CGMCC 4.7389, JCM 32747",1,Actinotalea solisilvae,GCA_016464425,positive
145,B 5329,"DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,Actinotignum schaalii,GCA_000429205,positive
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,Actinotignum urinale,GCA_000420445,positive
131515,KB18,"DSM 26090, KCTC 15540",1,Acutalibacter muris,GCA_002201475,positive
159835,J103,"DSM 104434, MCCC 1K03288",1,Acuticoccus kandeliae,GCA_003073115,negative
166457,PTG4-2,"MCCC 1A01274, KCTC 52323",1,Acuticoccus sediminis,GCA_003258595,negative
133587,6515J-31,"KACC 14117, NBRC 106133",1,Adhaeribacter aerolatus,GCA_007991635,negative
3764,MBRG1.5,"DSM 16391, NCIMB 14008",1,Adhaeribacter aquaticus,GCA_000473365,negative
158784,17mud1-7,"KCTC 52873, NBRC 112824",1,Adhaeribacter swui,GCA_014217805,negative
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,Adlercreutzia caecicola,GCA_003725335,negative
3077,B7,"DSM 21839, CCUG 56815",1,Adlercreutzia caecimuris,GCA_000403355,negative
3072,do03,"DSM 18785, JCM 14811, AHU 1763, KCTC 15587",1,Adlercreutzia equolifaciens subsp. celata,GCA_003428485,negative
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,Adlercreutzia equolifaciens subsp. equolifaciens,GCA_000478885,negative
3076,Mt1B8,"DSM 19490, CCUG 54980",1,Adlercreutzia mucosicola,GCA_000422625,negative
131531,WCA-131-CoC-2,"DSM 29508, KCTC 15543",1,Adlercreutzia muris,GCA_008831045,negative
132905,M-07,"DSM 104993, JCM 17746, KCTC 23732",1,Advenella faeciporci,GCA_014652395,negative
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,Advenella incenata,GCA_004217095,negative
383,WT001,"DSM 17095, LMG 22965, MTCC 7002",1,Advenella kashmirensis,GCA_000219915,negative
384,DPN7,"DSM 17166, LMG 22922",1,Advenella mimigardefordensis,GCA_000521505,negative
160122,Pan181,"DSM 29370, LMG 31346, CECT 9840, VKM B-3426",1,Aeoliella mucimassa,GCA_007748035,negative
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,Aequoribacter fuscus,GCA_009910365,negative
139658,,"CIP 107457, DSM 14231, LMG 21431, ACAM 640",1,Aequorivita antarctica,GCA_900489835,negative
140229,D-24,"DSM 101732, KCTC 42708",1,Aequorivita aquimaris,GCA_001573155,negative
5479,A71,"DSM 23843, JCM 15070, KCTC 22183",1,Aequorivita capsosiphonis,GCA_000429125,negative
5476,Y10-2,"DSM 14236, ACAM 641, CIP 107455, LMG 21430",1,Aequorivita lipolytica,GCA_007997135,negative
5477,9-3,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,Aequorivita sublithincola,GCA_000265385,negative
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,Aequorivita viscosa,GCA_900106795,negative
139663,,"CIP 108845, KMM 3516, IFO 16718, NBRC 16718, JCM 11732",1,Aequorivita vladivostokensis,GCA_000952855,negative
158560,N.8,"KCTC 33824, JCM 31580",1,Aeribacillus composti,GCA_007827555,positive
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,Aeriscardovia aeriphila,GCA_002259595,positive
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,Aerococcus christensenii,GCA_001466745,positive
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,Aerococcus sanguinicola,GCA_001543145,positive
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,Aerococcus suis,GCA_900176325,positive
223,E2,"DSM 7446, ATCC 51268, JCM 18986, NCFB 2893, NCTC 12142, CCM 4310, CCUG 29291, CCUG 29564, CCUG 34223, CCUG 36881, CIP 104688, IFO 15544, LMG 17750, LMG 19527, NBRC 15544, NCIMB 702893",1,Aerococcus urinae,GCA_001543175,positive
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,Aerococcus urinaeequi,GCA_000425085,positive
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038, CCUG 42038b",1,Aerococcus urinaehominis,GCA_001543245,positive
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,Aerococcus viridans,GCA_000178435,positive
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,Aeromicrobium choanae,GCA_900167475,positive
168559,M2KJ-4,"KCTC 49174, CGMCC 1.13666",1,Aeromicrobium endophyticum,GCA_003586285,positive
11064,"TYLN1, TYLNI","DSM 19355, CCTCC AB 206046, JCM 16538, NBRC 107625, CIP 110459",1,Aeromicrobium flavum,GCA_007992115,positive
11062,,"DSM 22238, JCM 14732, KCTC 19207, GBS 39, Gsoil 098",1,Aeromicrobium ginsengisoli,GCA_004134905,positive
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,Aeromicrobium lacus,GCA_003426855,positive
11057,T2,"DSM 15272, LMG 21768, JCM 13314, CIP 108216",1,Aeromicrobium marinum,GCA_000160775,positive
11063,SSW1-57,"DSM 19087, JCM 13811, NRRL B-24466, CIP 109549",1,Aeromicrobium tamlense,GCA_013408555,positive
257,289,"DSM 11576, ATCC 51208, CECT 4199, CCUG 47180 A, CIP 104616",1,Aeromonas allosaccharophila,GCA_000819685,negative
23547,266,"DSM 27583, CECT 8023, LMG 26707, CIP 110626, LMG 2670",1,Aeromonas australiensis,GCA_000819725,negative
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,Aeromonas bivalvium,GCA_000819765,negative
253,B-968,"DSM 7323, ATCC 15468, NRRL B-968, WDCM 00062, NCTC 12244, JCM 1060, BCRC 16001, CCM 4491, CCUG 25939, CECT 838, CGMCC 1.1960, CIP 76.16, GTC 00465, LMG 12160, LMG 3775, NCAIM B.01931, NCIMB 13016, CIP 110812",1,Aeromonas caviae,GCA_000819785,negative
237,"256, 544","DSM 30188, ATCC 15467, IFO 13282, NBRC 13282, CCUG 25938, LMG 3755, CIP 76.15, JCM 1043, BCRC 11554, CCM 7231, CECT 4221, IAM 12334, KCTC 12487, NCIMB 13740",0,Aeromonas caviae,GCA_000820265,negative
269,P21,"DSM 17689, CCM 7146, CCUG 45377, CIP 107500, LMG 19562",1,Aeromonas dhakensis,GCA_000820305,negative
272,A55,"DSM 18362, CECT 7289, LMG 24688, MDC 47",0,Aeromonas dhakensis,GCA_000819705,negative
258,"S181, S-181","DSM 11577, CECT 4342, LMG 16330, CIP 104608, ATCC 51929",1,Aeromonas encheleia,GCA_000819825,negative
248,J11,"DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209",1,Aeromonas enteropelogenes,GCA_000819845,negative
249,AH2,"DSM 7312, ATCC 49657, LMG 12223, JCM 8315, BCRC 15866, CCM 4368, CCUG 29544, CCUG 30367, CECT 4255, CECT 4256, CIP 103677, CNCTC 5358",0,Aeromonas enteropelogenes,GCA_000820205,negative
265,"546, CDC-RH63","DSM 17534, ATCC 23309, CCEB 704, CCTM 885, CDC RH63, CIP 76.17, LMG 3774, NCIMB 74, JCM 8238, BCRC 13017, BCRC 14134, CCM 4354, CCUG 25942, CCUG 30340, CECT 4224, CNCTC 5356",1,Aeromonas eucrenophila,GCA_000819865,negative
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,Aeromonas fluvialis,GCA_000819885,negative
241,"NCIMB(QC) 50013, 543","DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240",1,Aeromonas hydrophila subsp. hydrophila,GCA_000014805,negative
270,Au-1D12,"DSM 17695, CCM 7147, CCUG 46211, CIP 107985, LMG 19707",1,Aeromonas hydrophila subsp. ranae,GCA_000820325,negative
246,115/II,"DSM 6393, ATCC 49904, JCM 8354, NCIMB 13205, CECT 4486, CIP 104613, LMG 12645",1,Aeromonas ichthiosmia,GCA_000820365,negative
254,0787-80,"DSM 7311, ATCC 49568, CDC 0787-80, JCM 8316, BCRC 15862, CCM 4355, CCUG 29543, CCUG 30349, CCUG 30353, CECT 4228, CIP 104171, CNCTC 5357, LMG 12221, LMG 13704",1,Aeromonas jandaei,GCA_000819955,negative
242,RM,"CCUG 14453, CCM 3653, JCM 2385, LMG 9073, DSM 4881, ATCC 33907, BCRC 12211, BCRC 14129, CECT 4232, CIP 103208, LMG 7907, NCIMB 2237",1,Aeromonas media,GCA_000819985,negative
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,Aeromonas popoffii,GCA_000820025,negative
288,WB4.1-19,"DSM 22539, CECT 7518, MDC 2511, CIP 110301",1,Aeromonas rivuli,GCA_000820045,negative
275,20,"DSM 19634, ATCC 33658, CAIM 346, CECT 894, CIP 103209, JCM 7874, LMG 3780, NCIMB 1102, NCTC 12959, GTC 02802, IMET 11051, KCTC 12266, DSM 3241",1,Aeromonas salmonicida,GCA_000820065,negative
278,,"DSM 21281, ATCC 33659, CECT 895, CIP 104001, HAMBI 1990, JCM 7875, LMG 14900, NCIMB 1110, CCUG 42781, BCRC 80543, LMG 3781",1,Aeromonas salmonicida subsp. achromogenes,GCA_006246315,negative
274,"T. Kimura 1-a-1, I-a-1","DSM 21760, ATCC 27013, CCM 4124, CECT 896, CIP 103210, IFO 13784, JCM 8191, LMG 3782, NCIMB 2020, JCM 7873, JCM 8234, NBRC 13784",1,Aeromonas salmonicida subsp. masoucida,GCA_000647955,negative
259,"34mel, 34 mel","DSM 12609, CAIM 16, CECT 5752, CCUG 44929, CIP 107036",1,Aeromonas salmonicida subsp. pectinolytica,GCA_000447435,negative
273,"138, AS20/1/1","DSM 21293, ATCC 49393, CCM 4103, CECT 5179, CIP 104757, NCIMB 13210",1,Aeromonas salmonicida subsp. smithia,GCA_006246305,negative
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,Aeromonas sanarellii,GCA_000820085,negative
261,,"DSM 16559, CCUG 47378, CIP 107798, IBS S6874",1,Aeromonas simiae,GCA_000820125,negative
276,strain 208,"DSM 19176, ATCC 43979, CCM 2807, CCUG 14830, CECT 4245, CIP 74.33, JCM 2139, LMG 3783, NCIMB 12065, NCTC 12979, CIP 74-33, BCRC 13066, CECT 837, HAMBI 1974, LMG 12159, VTT E-032002",1,Aeromonas sobria,GCA_000820145,negative
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,Aeromonas taiwanensis,GCA_000699185,negative
263,F518,"DSM 17300, CECT 7082, MDC 91, CIP 110807",1,Aeromonas tecta,GCA_000820185,negative
256,,"CCUG 56447, CIP 107763, NCIM 5147, CCM 7323, CECT 5761, DSM 17676, MTCC 3249, NCIMB 5147",0,Aeromonas veronii,GCA_000820285,negative
4196,SY1,"DSM 16960, ATCC BAA-758, JCM 12091",1,Aeropyrum camini,GCA_000591035,negative
4195,K1,"DSM 11879, JCM 9820, ATCC 700893, NBRC 100138",1,Aeropyrum pernix,GCA_000011125,negative
