ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Kind of temperature,Temperature
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,Aeromonas fluvialis,GCA_000819885,optimum,30
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,Aeromonas popoffii,GCA_000820025,optimum,28
288,WB4.1-19,"DSM 22539, CECT 7518, MDC 2511, CIP 110301",1,Aeromonas rivuli,GCA_000820045,optimum,30
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,Aeromonas sanarellii,GCA_000820085,optimum,30
261,,"DSM 16559, CCUG 47378, CIP 107798, IBS S6874",1,Aeromonas simiae,GCA_000820125,optimum,30
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,Aeromonas taiwanensis,GCA_000699185,optimum,30
4196,SY1,"DSM 16960, ATCC BAA-758, JCM 12091",1,Aeropyrum camini,GCA_000591035,optimum,85
4195,K1,"DSM 11879, JCM 9820, ATCC 700893, NBRC 100138",1,Aeropyrum pernix,GCA_000011125,optimum,92.50
159185,Dysh456,"DSM 105662, NBRC 112897",1,Aerosticca soli,GCA_003967035,optimum,43.50
437,JC2043,"DSM 15266, KCTC 12043, IMSNU 14007, CIP 108412",1,Aestuariibacter halophilus,GCA_020687825,optimum,40
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,Aestuariibacter salexigens,GCA_000429145,optimum,35
12671,R27,"DSM 21549, JCM 14204, KCTC 19182, CIP 109737",1,Aestuariimicrobium kwangyangense,GCA_000421525,optimum,30
160775,,"DSM 105254, KCTC 52945, NBRC 112960, SYSU M10001",1,Aestuariivirga litoralis,GCA_003234965,optimum,28
167386,JA968,"KCTC 15634, NBRC 113338",1,Afifella aestuarii,GCA_004023665,optimum,30
13876,AR2102,"DSM 17143, ATCC BAA-1145",1,Afifella pfennigii,GCA_000688515,optimum,32.5
141009,feces2,"MCCC 1A11450, KCTC 52708",1,Agaribacterium haliotis,GCA_002312815,optimum,29.00
133571,"CC-SBABM117, SBABM117","BCRC 17964, CCM 7684, DSM 22517",1,Agaricicola taiwanensis,GCA_014635245,optimum,32.50
141010,"17, 017","KCTC 42584, MCCC 1H00123",1,Agarilytica rhodophyticola,GCA_002157225,optimum,30.50
132992,hydD622,"DSM 105029, CGMCC 1.12692, KCTC 32543",1,Agarivorans aestuarii,GCA_019670125,optimum,25
133657,,"IAM 14998, LMG 21761, MKT 106, JCM 21469, NBRC 102603, CIP 108457",1,Agarivorans albus,GCA_000414175,optimum,37
22908,WH0801,"DSM 26780, CGMCC 1.10131, NRRL B-59247",1,Agarivorans gilvus,GCA_001420915,optimum,30.00
132395,JK 623,"DSM 29029, LMG 28559",1,Agathobacter ruminis,GCA_028539255,optimum,37.00
133155,,"ATCC 43058, CCUG 27818, JCM 6566",1,Agathobaculum desmolans,GCA_000701665,optimum,37
164183,MO-CFX2,"JCM 32065, KCTC 15625",1,Aggregatilinea lenta,GCA_003569045,optimum,30
7249,DL-4,"DSM 14575, UCM Ac-620, VKM Ac-1804, JCM 12206, IAM 15124, IAM 15138, NBRC 103053, CIP 108057",1,Agreia bicolorata,GCA_000938265,optimum,28
7248,P229/10,"DSM 14246, LMG 21000, JCM 12145, CIP 108226, IAM 15151, IAM 15171, LMG 19918, NBRC 103054, VKM Ac-2510",1,Agreia pratensis,GCA_900177685,optimum,28
6668,,"DSM 18527, JCM 14202, NRIC 0689, CIP 109571",1,Agrilactobacillus composti,GCA_000583695,optimum,23.5
7253,V-108,"DSM 14215, CCM 4953, JCM 12132, CGMCC 1.7256, CIP 107635, IAM 15147, NBRC 103055",1,Agrococcus baldri,GCA_900114805,optimum,28
7256,"R-17892t 2, R-17892t2","DSM 18061, CIP 109629, LMG 22410, JCM 14916",1,Agrococcus casei,GCA_900163565,optimum,25
7258,SSW1-48,"DSM 22002, JCM 14256, KCTC 19198",1,Agrococcus jejuensis,GCA_900099705,optimum,30
7255,K22-21,"DSM 17612, MTCC 7154, JCM 14301, CGMCC 1.7259, CGMCC 1.8869, NCIMB 14388, CIP 109379",1,Agrococcus lahaulensis,GCA_000425105,optimum,28
24181,DNG5,"DSM 28114, CGMCC 1.6960, JCM 17488, NBRC 104260",1,Agrococcus terreus,GCA_014645235,optimum,30
7279,UMS-62,"DSM 21551, JCM 13584, KCTC 19181, CIP 109546",1,Agromyces allii,GCA_009749385,optimum,30
7281,P27,"DSM 23870, JCM 15913, KCTC 19593",1,Agromyces atrinae,GCA_004134805,optimum,30
7269,,"DSM 14598, AS 4.1717, CCTCC 001012, YIM 21741, JCM 12113, BCRC 16310, CCTCC AA 001012, CGMCC 4.1717, CIP 107976, IAM 15154, KCTC 9967, CCRC 16310",1,Agromyces aurantiacus,GCA_016907355,optimum,28
132611,AR33,"DSM 101731, LMG 29235, JCM 32431",1,Agromyces aureus,GCA_001660485,optimum,28
7282,BZ41,"DSM 22275, CGMCC 1.8984, JCM 17735, CIP 110128",1,Agromyces bauzanensis,GCA_014645655,optimum,27.50
132534,"OAct-353, OAct353","DSM 28305, CGMCC 4.7180, NRRL B-59115, JCM 32487",1,Agromyces binzhouensis,GCA_004135055,optimum,28
7267,65,"DSM 14596, IFO 16238, NBRC 16238, VKM Ac-2088, JCM 11433, CIP 108985, IAM 15146, KCTC 13909, NCIMB 13881",1,Agromyces bracchium,GCA_009709675,optimum,28
7261,,"DSM 8595, ATCC 51762, IMET 11525, VKM Ac-1340, JCM 9083, CIP 103632, IAM 15140, IFO 15780, LMG 16155, NBRC 15780",1,Agromyces cerinus subsp. cerinus,GCA_900142065,optimum,28
7278,,"DSM 8597, ATCC 51764, IMET 11529, VKM Ac-1345, CCUG 35506, JCM 9085, CIP 103633, IAM 15142, IFO 15781, LMG 16156, NBRC 15781",1,Agromyces fucosus subsp. fucosus,GCA_004134865,optimum,28
7263,,"DSM 8598, ATCC 51765, IMET 11533, VKM Ac-1352, JCM 9086, CIP 103635, IAM 15143, IFO 15782, LMG 16158, NBRC 15782, JCM 9087",1,Agromyces fucosus subsp. hippuratus,GCA_013410355,optimum,28
7275,"CD 5, CD5","DSM 16389, NBRC 109085, NCIMB 14012, HKI 0327, JCM 14319, CIP 108741, IAM 15274",1,Agromyces humatus,GCA_021228295,optimum,28
7276,CD1,"DSM 16388, NCIMB 14011, HKI 0325, JCM 14320, IAM 15273, CIP 108740",1,Agromyces italicus,GCA_000421545,optimum,28
7274,CD55,"DSM 16390, NCIMB 14013, HKI 0324, JCM 14321, IAM 15275, CIP 108739",1,Agromyces lapidis,GCA_009749405,optimum,28
7266,8,"DSM 14595, IFO 16235, NBRC 16235, VKM Ac-2085, JCM 11431, CIP 107131, IAM 15144, KCTC 13907, NCIMB 13882",1,Agromyces luteolus,GCA_009729855,optimum,28
7265,,"DSM 20152, ATCC 14004, JCM 3346, NCIB 7206, CIP 104860, IFO 15704, KCTC 3136, NBRC 15704, NCIMB 7206, VKM Ac-1388",1,Agromyces mediolanus,GCA_014648575,optimum,28
168515,FW100M-8,"KACC 19308, NBRC 113048",1,Agromyces protaetiae,GCA_004135405,optimum,28
7260,PSU 38L,"DSM 43045, ATCC 25173, KCC A-0108, JCM 3108, BCRC 12879, CIP 103037, IAM 15120, IFO 13895, IFO 13899, IMET 11027, KCTC 9232, LMG 16680, MTCC 267, NBRC 13895, NBRC 13899, NCIMB 10801, VKM Ac-1198",1,Agromyces ramosus,GCA_004216665,optimum,28
7273,"108989, 20-5","DSM 16198, HKI 0320, JCM 14323, CIP 108989, IAM 15297, NCIMB 13989, NCIMB 13990",1,Agromyces salentinus,GCA_009749395,optimum,24
7277,Z33,"DSM 16689, NCIMB 14025, HKI 0340, JCM 14324, IAM 15298, CIP 108957",1,Agromyces subbeticus,GCA_000421565,optimum,21.5
159616,SJ-23,"DSM 105049, CGMCC 4.7419",1,Agromyces tardus,GCA_003710805,optimum,28
7280,DS-10,"DSM 22016, JCM 14581, KCTC 19216",1,Agromyces terreus,GCA_009749465,optimum,25
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,Agromyces ulmi,GCA_001313305,optimum,28
159867,D13,"KACC 19270, JCM 31634",1,Ahniella affigens,GCA_003015185,optimum,30
132966,LZD062,"DSM 28886, JCM 30117, MCCC 1K00254",1,Ahrensia marina,GCA_001293565,optimum,28
6086,,"DSM 19219, CCTCC AB 207002, KCTC 12885, YIM 90637",1,Aidingimonas halophila,GCA_014651655,optimum,37
132956,Pyt,"DSM 100705, CIP 110913",1,Akkermansia glycaniphila,GCA_001683795,optimum,27.50
14116,BZ42,"DSM 22554, CGMCC 1.10187, CIP 110134",1,Albibacterium bauzanense,GCA_004339765,optimum,22.50
13844,DS2,"DSM 17890, KCTC 12586",1,Albimonas donghaensis,GCA_900106695,optimum,29
133988,P-50-3,"KACC 16527, CGMCC 1.11030",1,Albimonas pacifica,GCA_900113695,optimum,30
395,MACL04,"DSM 23776, CECT 5683, LMG 22508, CIP 109716",1,Alcanivorax balearicus,GCA_025532145,optimum,28
394,B-5,"DSM 16502, CGMCC 1.3690",1,Alcanivorax dieselolei,GCA_014644575,optimum,28
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC 1A01496",1,Alcanivorax hongdengensis,GCA_000300995,optimum,26.5
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,Alcanivorax indicus,GCA_003259185,optimum,30
133994,R8-12,"MCCC 1A00382, LMG 24621, CCTCC AB 208234",1,Alcanivorax marinus,GCA_025532125,optimum,28
158801,MT13131,"MCCC 1A11581, KCTC 52985",1,Alcanivorax mobilis,GCA_002864685,optimum,28
140512,19-m-6,"MCCC 1A05629, KCTC 52137",1,Alcanivorax nanhaiticus,GCA_000756665,optimum,28
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,Aldersonia kunmingensis,GCA_001646865,optimum,28
140562,SK-16,"NBRC 110220, KCTC 32974",1,Algibacter aquaticus,GCA_001747085,optimum,17.50
5480,M-3Alg 15-1,"DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,Algibacter lectus,GCA_900112395,optimum,22.00
134060,WS-MY22,"KCTC 32381, CECT 8301",1,Algibacter lectus,GCA_004368925,optimum,25
166449,,"KCTC 62395, MCCC 1K03486, HHTR 118",1,Algihabitans albus,GCA_003572205,optimum,30
18152,DG1253,"DSM 24793, ATCC BAA-2243",1,Algiphilus aromaticivorans,GCA_000733765,optimum,30
133393,S2-A1,"KACC 18987, JCM 31546",1,Algoriphagus aestuariicola,GCA_017254835,optimum,37
17695,R-10710,"DSM 15986, LMG 21980",1,Algoriphagus antarcticus,GCA_002150685,optimum,20
17711,T4,"DSM 19759, LMG 24398, NCIMB 14399",1,Algoriphagus aquaeductus,GCA_003253485,optimum,27.50
17704,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1,Algoriphagus aquimarinus,GCA_900112005,optimum,24
164479,F21,"JCM 33187, KCTC 72106, KEMB 2250-007",1,Algoriphagus aquimaris,GCA_004358035,optimum,37
17702,T22,"DSM 17298, ATCC BAA-1189, NBRC 101277, JCM 18970",1,Algoriphagus boritolerans,GCA_001313265,optimum,29
17705,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1,Algoriphagus chordae,GCA_003254055,optimum,24
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051, CIP 108304",1,Algoriphagus halophilus,GCA_900129785,optimum,35
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,Algoriphagus hitonicola,GCA_900113375,optimum,36
133329,S61,"DSM 102044, CCTCC AB 2015446",1,Algoriphagus iocasae,GCA_014206875,optimum,25
170941,N3,"KCTC 62622, MCCC 1H00308",1,Algoriphagus lacus,GCA_003583985,optimum,30
17707,MSS-170,"DSM 23445, KCTC 12310, JCM 12597, CIP 108874",1,Algoriphagus locisalis,GCA_900116615,optimum,30
133541,S1-3,"KCTC 22630, CCUG 57608",1,Algoriphagus lutimaris,GCA_017051705,optimum,30
23439,PR1,"DSM 24695, ATCC BAA-2233",1,Algoriphagus machipongonensis,GCA_000166275,optimum,30
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050, CIP 108302",1,Algoriphagus mannitolivorans,GCA_000429425,optimum,37.5
140525,am2,"KCTC 52549, MCCC 1H00178",1,Algoriphagus marinus,GCA_001936475,optimum,33
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052, CIP 108303",1,Algoriphagus ornithinivorans,GCA_900115305,optimum,37.5
133121,NH1,"MCCC 1H00140, KCTC 52228",1,Algoriphagus resistens,GCA_001442615,optimum,28
164064,M8-2,"JCM 31446, LMG 29969",1,Algoriphagus sanaruensis,GCA_001593605,optimum,30
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,Algoriphagus terrigena,GCA_000429445,optimum,25
17710,,"DSM 17529, KCTC 12716, KMM 6241",1,Algoriphagus vanfongensis,GCA_000429465,optimum,23.5
17706,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309",1,Algoriphagus yeomjeoni,GCA_003259505,optimum,27.5
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,Algoriphagus zhangzhouensis,GCA_004366575,optimum,25
498,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1,Aliagarivorans marinus,GCA_000429485,optimum,27.5
499,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1,Aliagarivorans taiwanensis,GCA_000429505,optimum,27.5
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859, NRIC 6496",1,Alicyclobacillus acidiphilus,GCA_001544355,optimum,50
429,3-A191,"DSM 17975, IAM 15224, JCM 21678, NBRC 103102",1,Alicyclobacillus contaminans,GCA_000429525,optimum,52.50
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,Alicyclobacillus ferrooxydans,GCA_001399675,optimum,28
431,5-A83J,"DSM 17979, IAM 15227, JCM 21681, NBRC 103104",1,Alicyclobacillus kakegawensis,GCA_001552655,optimum,52.50
432,5A-239-2O-A,"DSM 17980, IAM 15370, JCM 21814",1,Alicyclobacillus macrosporangiidus,GCA_900116805,optimum,52.50
158721,USBA-GBX-503,"CMPUJ UGB U503, CBMAI 1927",1,Alicyclobacillus montanus,GCA_900142255,optimum,45
428,RB-718,"DSM 17974, IAM 15230, JCM 21684, NBRC 103105",1,Alicyclobacillus sacchari,GCA_004366795,optimum,47.50
433,4A-336,"DSM 17981, IAM 15226, JCM 21680, NBRC 103103",1,Alicyclobacillus shizuokensis,GCA_001552255,optimum,47.50
425,CsHg2,DSM 16176,1,Alicyclobacillus vulcanalis,GCA_900156755,optimum,55
166399,CA12,"DSM 100707, LMG 29076",1,Alienimonas californiensis,GCA_007743815,optimum,27
166424,F3105,"MCCC 1H00223, KCTC 52891",1,Aliidiomarina celeris,GCA_003316875,optimum,37
140844,GBPy7,"IBRC-M 10763, CECT 8339",1,Aliidiomarina iranensis,GCA_003987135,optimum,37
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,Aliidiomarina maris,GCA_003987335,optimum,32.50
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,Aliidiomarina sedimenti,GCA_003986955,optimum,34
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,Aliidiomarina soli,GCA_003986975,optimum,30
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,Aliidiomarina taiwanensis,GCA_003987015,optimum,35.00
133344,7M-Z19,"NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,Aliidongia dinghuensis,GCA_014643535,optimum,28
140832,2W32,"KCTC 42497, CICC 23869",1,Fodinibius halophilus,GCA_011059105,optimum,35.00
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,Fodinibius roseus,GCA_900129315,optimum,28
166301,WN023,"KCTC 52855, ACCC 19978",1,Aliifodinibius salipaludis,GCA_002287075,optimum,35.00
167731,ECH52,"KACC 19126, NBRC 112664",1,Fodinibius saliphilus,GCA_005869845,optimum,37
24788,,"DSM 21194, ACCC 10714, YIM J21, CECT 30753",1,Fodinibius sediminis,GCA_900182555,optimum,28
133419,E3,"CGMCC 1.7001, JCM 15139",1,Aliiglaciecola lipolytica,GCA_000314975,optimum,30
13769,"CV919-312, CVSP","DSM 16950, ATCC BAA-1102",1,Aliiroseovarius crassostreae,GCA_001307765,optimum,34
24498,MA1-10,"DSM 27840, CCUG 60745, KCTC 23462",1,Aliiroseovarius halocynthiae,GCA_007004645,optimum,30
158280,,"DSM 104669, JCM 31859, JAM 119",1,Aliiroseovarius lamellibrachiae,GCA_018599245,optimum,26.00
167643,A6024,"KCTC 72114, MCCC 1K03595",1,Aliiroseovarius marinus,GCA_004360145,optimum,28
130625,M-M10,"DSM 29439, CCUG 62413, KCTC 23959",1,Aliiroseovarius sediminilitoris,GCA_900109955,optimum,30
166218,MYP11,KCTC 62899 NBRC 113544,1,Aliishimia ponticola,GCA_004803475,optimum,32.50
441,B11,"DSM 19476, KCTC 22051",1,Alishewanella aestuarii,GCA_000280055,optimum,37
443,BL06,"DSM 24290, JCM 15597, KCTC 22400, CGMCC 1.10668",0,Alishewanella agri,GCA_000272005,optimum,30
442,MS1,"DSM 24035, JCM 15561, KCTC 22429, CGMCC 1.10666",1,Alishewanella jeotgali,GCA_000245735,optimum,37
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,Alishewanella tabrizica,GCA_014652375,optimum,30
159608,5CBH24,"DSM 108979, JCM 32850",1,Alistipes communis,GCA_006542665,optimum,37
14031,,"KCTC 15237, DSM 19147, ATCC BAA-1178, CCUG 48946, WAL 8169, JCM 16771",1,Alistipes onderdonkii subsp. onderdonkii,GCA_000374505,optimum,37
14032,,"DSM 19121, ATCC BAA-1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,Alistipes shahii,GCA_000210575,optimum,37
22946,3AD-1,"DSM 25751, JCM 18271",1,Alkalibacterium gilvum,GCA_900109085,optimum,25
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,Alkalibacterium kapii,GCA_007988865,optimum,31
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,Alkalibacterium pelagium,GCA_007991315,optimum,37
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,Alkalibacterium putridalgicola,GCA_007988845,optimum,38.5
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,Alkalibacterium thalassium,GCA_900101165,optimum,37
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA-1772, KCTC 15124",1,Alkalibaculum bacchi,GCA_003317055,optimum,37
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292, CIP 109712",1,Alkalicoccus chagannorensis,GCA_000429725,optimum,37
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,Alkalicoccus daliensis,GCA_900103955,optimum,30
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,Alkalicoccus halolimnae,GCA_008014775,optimum,33
1235,6AG,"DSM 15402, ATCC BAA-957",1,Alkalicoccus saliphilus,GCA_003044065,optimum,37
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,Alkalicoccus urumqiensis,GCA_002993335,optimum,37
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,Alkalihalobacillus macyae,GCA_001039475,optimum,32.5
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,Alkalihalobacillus trypoxylicola,GCA_001590785,optimum,30
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,Alkalihalophilus marmarensis,GCA_000474275,optimum,35
166505,34079,"KCTC 62428, MCCC 1K03493",1,Alkalilacustris brevis,GCA_003350345,optimum,35
4267,MLHE-1,"DSM 17681, ATCC BAA-1101",1,Alkalilimnicola ehrlichii,GCA_000014785,optimum,30
160373,LacV,"DSM 100017, JCM 30644",1,Alkaliphilus pronyensis,GCA_009017275,optimum,30
160178,LacT,"DSM 100337, JCM 30643",1,Alkaliphilus serpentinus,GCA_009017255,optimum,30
133913,JC133,"KCTC 15220, NBRC 109056",1,Alkalispirochaeta sphaeroplastigenens,GCA_002916695,optimum,37.5
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA-2172",1,Alkalitalea saponilacus,GCA_002201795,optimum,36
133636,B3A,"BCRC 17939, LMG 24826",1,Allobacillus halotolerans,GCA_018967645,optimum,37
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,Allobranchiibius huperziae,GCA_013410455,optimum,29.00
8051,Sco-B14,"DSM 45362, KCTC 19661",1,Allocatelliglobosispora scoriae,GCA_014204945,optimum,30
132684,08HL01032,"DSM 102975, ATCC BAA-2361, CCUG 60119, NCTC 13503",1,Allofrancisella guangzhouensis,GCA_000815225,optimum,26.50
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,Allofrancisella inopinata,GCA_004365555,optimum,32
13509,R761-7,"DSM 44149, ATCC 55061, JCM 9917, KCTC 9837, NBRC 101910, NRRL B-24461, CGMCC 4.1881, NCIMB 13433",1,Allokutzneria albata,GCA_000720955,optimum,28
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844, JCM 31480, JCM 31481",1,Allonocardiopsis opalescens,GCA_003002095,optimum,28
23199,81/4 12,"DSM 22548, CCUG 58091, KCTC 15416",1,Alloprevotella rava,GCA_014195585,optimum,35
166247,,"KCTC 23617, CECT 7957, HME 7025",1,Aquirufa nivalisilvae,GCA_003143535,optimum,30
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,Allorhizobium borbori,GCA_014196535,optimum,28
134338,505,"LMG 24253, CGMCC 1.7048",1,Allorhizobium oryzae,GCA_900109605,optimum,32.50
163970,CC-HIH110,"JCM 31228, BCRC 80932",1,Allorhizobium terrae,GCA_004801395,optimum,30
1767,,"DSM 21503, CCUG 31649, LMG 23792, CIP 109610",1,Alloscardovia omnicolens,GCA_000420505,optimum,36.5
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,Alloscardovia theropitheci,GCA_004332295,optimum,37
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,Allosediminivita pacifica,GCA_003054175,optimum,32.5
14296,YC7378,"DSM 21593, KCTC 22446",1,Allosphingosinicella vermicomposti,GCA_003012815,optimum,30
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,Allostreptomyces psammosilenae,GCA_013407765,optimum,29.00
23231,DX5-10,"DSM 26894, CGMCC 1.3455, JCM 12573, CIP 109187, NCIMB 14310",1,Alloyangia pacifica,GCA_900100725,optimum,37
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,Alsobacter soli,GCA_003004785,optimum,32.50
133228,100921-2,"CFCC 14287, KCTC 42844",1,Tsuneonella aeria,GCA_009827495,optimum,30
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,Pelagerythrobacter aerophilus,GCA_003581645,optimum,35.00
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,Alteraurantiacibacter aestuarii,GCA_009827405,optimum,30
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,Tsuneonella amylolytica,GCA_003626915,optimum,28
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,Pontixanthobacter aquaemixtae,GCA_009827395,optimum,30
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,Alteraurantiacibacter aquimixticola,GCA_004965515,optimum,37
133169,KEM-4,"KCTC 52259, NBRC 112305",1,Pontixanthobacter confluentis,GCA_009827615,optimum,30
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,Tsuneonella deserti,GCA_014644315,optimum,28
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,Altericroceibacterium endophyticum,GCA_009827595,optimum,30
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,Altererythrobacter epoxidivorans,GCA_001281485,optimum,35
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,Tsuneonella flava,GCA_002870965,optimum,34
133814,KJ7,"KACC 16190, JCM 17802",1,Pontixanthobacter gangjinensis,GCA_009827545,optimum,25
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,Alteriqipengyuania halimionae,GCA_009827575,optimum,30
5397,MSSRF26,"DSM 18604, LMG 23789",1,Altericroceibacterium indicum,GCA_009828105,optimum,27.5
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,Altererythrobacter insulae,GCA_003444655,optimum,30
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,Pontixanthobacter luteolus,GCA_009828095,optimum,20
166532,GH1-16,"KCTC 52845, NBRC 113275",1,Parerythrobacter lutipelagi,GCA_005434975,optimum,30
158561,C9-11,"MCCC 1K03311, JCM 32056",1,Tsuneonella mangrovi,GCA_002269345,optimum,30
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,Pelagerythrobacter marinus,GCA_009827515,optimum,31.00
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,Alteripontixanthobacter maritimus,GCA_003340475,optimum,30
133617,KYW48,"KCTC 22736, JCM 16345",1,Paraurantiacibacter namhicola,GCA_001687545,optimum,30
140815,WW3,"KCTC 42620, JCM 30975",1,Tsuneonella rigui,GCA_003958625,optimum,25
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,Pontixanthobacter sediminis,GCA_009828115,optimum,30
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,Tsuneonella troitsensis,GCA_001441535,optimum,25
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,Altericroceibacterium xinjiangense,GCA_003958635,optimum,30
140743,S36,"CGMCC 1.12804, NBRC 110413",1,Croceibacterium xixiisoli,GCA_009827305,optimum,32
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,Alteribacillus bidgolensis,GCA_002886255,optimum,35
1317,X5B,"DSM 23995, IBRC 10446",1,Alteribacillus iranensis,GCA_900113025,optimum,35
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,Alteribacillus persepolensis,GCA_900099605,optimum,40
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265, CIP 109837",1,Alteribacter aurantiacus,GCA_000429705,optimum,28
164197,M30,"JCM 32118, CGMCC 1.16739, MCC 3010",1,Alteribacter natronophilus,GCA_006007885,optimum,27.50
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,Alteribacter populi,GCA_002352765,optimum,25
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,Alteromonas aestuariivivens,GCA_003367475,optimum,30
134153,F-32,"CECT 7067, LMG 22958, CIP 109083",1,Alteromonas hispanica,GCA_010500915,optimum,32
159815,IO390401,"JCM 32638, CGMCC 1.13554, CCTCC AB 2018072, CGMCC AB 2018072",1,Alteromonas alterisediminis,GCA_003056425,optimum,29.00
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,Alteromonas lipolytica,GCA_001758465,optimum,30
